name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Dean Henderson,GK,Crystal Palace,0,0,1.59,2,2024-08-18,90,Brentford,0,0,3,1563145,1,2,False
Dean Henderson,GK,Crystal Palace,0,0,1.39,2,2024-08-24,90,West Ham,0,0,1,1652313,1,1,True
Dean Henderson,GK,Crystal Palace,0,0,0.89,2,2024-09-28,90,Everton,0,0,0,1235016,1,1,False
Dean Henderson,GK,Crystal Palace,0,0,2.27,1,2024-09-01,90,Chelsea,0,0,6,1472632,1,4,False
Dean Henderson,GK,Crystal Palace,0,0,1.23,2,2024-09-14,90,Leicester City,0,0,2,1479751,1,1,True
Dean Henderson,GK,Crystal Palace,0,0,1.62,1,2024-10-21,90,Nottingham Forest,0,0,5,1140329,1,3,False
Dean Henderson,GK,Crystal Palace,1,1,0.72,0,2024-10-27,90,Tottenham,0,0,3,1088973,1,8,True
Dean Henderson,GK,Crystal Palace,0,0,1.53,2,2024-11-02,90,Wolverhampton,0,0,4,1132023,1,2,False
Dean Henderson,GK,Crystal Palace,0,0,1.4,1,2024-10-05,90,Liverpool,0,0,3,1146512,1,3,True
Dean Henderson,GK,Crystal Palace,2,1,1.7,0,2024-09-21,90,Manchester United,0,0,7,1372393,1,9,True
Dean Henderson,GK,Crystal Palace,0,0,1.83,2,2024-11-09,90,Fulham,0,0,5,1141893,1,2,True
Dean Henderson,GK,Crystal Palace,0,0,3.11,2,2024-11-23,90,Aston Villa,0,1,3,1090819,1,7,False
