name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-08-25,0,Liverpool,2479,0,0,False
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-09-21,0,Tottenham,1959,0,0,False
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-08-18,0,Crystal Palace,3171,0,0,True
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-11-04,0,Fulham,1930,0,0,False
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-10-05,0,Wolverhampton,1945,0,0,True
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-09-28,0,West Ham,1950,0,0,True
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-09-14,0,Manchester City,1977,0,0,False
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-10-19,0,Manchester United,1982,0,0,False
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-08-31,0,Southampton,2162,0,0,True
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-11-09,0,Bournemouth,1964,0,0,True
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0,0.0,2024-10-26,0,Ipswich Town,1960,0,0,True
