name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Vladimír Coufal,DEF,West Ham,0,0,1.96,2,3.3,2024-08-17,84,Aston Villa,0,76370,1,1,True
Vladimír Coufal,DEF,West Ham,0,1,0.79,0,0.0,2024-08-24,62,Crystal Palace,0,78558,1,6,False
Vladimír Coufal,DEF,West Ham,0,0,0.0,0,0.0,2024-09-28,0,Brentford,0,73673,0,0,False
Vladimír Coufal,DEF,West Ham,0,0,0.68,0,0.2,2024-09-14,33,Fulham,0,83412,0,1,False
Vladimír Coufal,DEF,West Ham,0,0,0.0,0,0.0,2024-10-05,0,Ipswich Town,0,69268,0,0,True
Vladimír Coufal,DEF,West Ham,0,0,0.76,1,0.0,2024-08-31,19,Manchester City,0,84394,0,1,True
Vladimír Coufal,DEF,West Ham,0,0,0.0,0,0.0,2024-10-19,0,Tottenham,0,64552,0,0,False
Vladimír Coufal,DEF,West Ham,0,0,0.0,0,0.0,2024-10-27,0,Manchester United,0,61230,0,0,True
Vladimír Coufal,DEF,West Ham,0,0,0.0,0,0.0,2024-11-02,0,Nottingham Forest,0,58500,0,0,False
Vladimír Coufal,DEF,West Ham,0,0,0.0,0,0.0,2024-09-21,0,Chelsea,0,80258,0,0,True
Vladimír Coufal,DEF,West Ham,0,0,0.06,0,0.0,2024-11-09,23,Everton,0,56010,0,0,True
Vladimír Coufal,DEF,West Ham,0,0,0.09,0,1.5,2024-11-25,15,Newcastle United,0,53868,0,1,False
