name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Mason Holgate,DEF,Everton,0,0,0.07,1,0.0,2024-08-17,5,Brighton,0,43592,0,1,True
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-08-24,0,Tottenham,0,57099,0,0,False
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-09-28,0,Crystal Palace,0,32807,0,0,True
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-09-14,0,Aston Villa,0,41242,0,0,False
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-08-31,0,Bournemouth,0,57395,0,0,True
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-10-19,0,Ipswich Town,0,28139,0,0,False
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-10-26,0,Fulham,0,26821,0,0,True
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-10-05,0,Newcastle United,0,30132,0,0,True
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-11-09,0,West Ham,0,24284,0,0,False
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-09-21,0,Leicester City,0,36730,0,0,False
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-11-02,0,Southampton,0,25305,0,0,False
Mason Holgate,DEF,Everton,0,0,0.0,0,0.0,2024-11-23,0,Brentford,0,23301,0,0,True
