name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Łukasz Fabiański,GK,West Ham,0,0,0.0,0,2024-08-17,0,Aston Villa,0,0,0,1150090,0,0,True
Łukasz Fabiański,GK,West Ham,0,0,0.0,0,2024-08-24,0,Crystal Palace,0,0,0,1236799,0,0,False
Łukasz Fabiański,GK,West Ham,0,0,0.0,0,2024-09-28,0,Brentford,0,0,0,1721223,0,0,False
Łukasz Fabiański,GK,West Ham,0,0,0.0,0,2024-09-14,0,Fulham,0,0,0,1560144,0,0,False
Łukasz Fabiański,GK,West Ham,0,0,1.29,1,2024-08-31,45,Manchester City,0,0,2,1272471,0,1,True
Łukasz Fabiański,GK,West Ham,0,0,0.0,0,2024-10-19,0,Tottenham,0,0,0,1821859,0,0,False
Łukasz Fabiański,GK,West Ham,0,0,2.12,1,2024-10-27,90,Manchester United,0,0,4,1819939,1,3,True
Łukasz Fabiański,GK,West Ham,0,0,0.0,0,2024-10-05,0,Ipswich Town,0,0,0,1789531,0,0,True
Łukasz Fabiański,GK,West Ham,0,0,2.17,3,2024-11-02,90,Nottingham Forest,0,0,3,1875051,1,2,False
Łukasz Fabiański,GK,West Ham,2,1,1.11,0,2024-11-09,90,Everton,0,0,4,1918554,1,9,True
Łukasz Fabiański,GK,West Ham,0,0,0.0,0,2024-09-21,0,Chelsea,0,0,0,1587809,0,0,True
Łukasz Fabiański,GK,West Ham,0,1,1.69,0,2024-11-25,90,Newcastle United,0,0,2,2024219,1,6,False
