name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Paul Onuachu,FWD,Southampton,0,0.0,2024-09-21,0,Ipswich Town,11791,0,0,True
Paul Onuachu,FWD,Southampton,0,0.0,2024-08-24,0,Nottingham Forest,10265,0,0,True
Paul Onuachu,FWD,Southampton,0,0.2,2024-10-05,16,Arsenal,13788,0,1,False
Paul Onuachu,FWD,Southampton,0,0.0,2024-08-17,0,Newcastle United,9474,0,0,False
Paul Onuachu,FWD,Southampton,0,0.0,2024-11-02,1,Everton,22309,0,0,True
Paul Onuachu,FWD,Southampton,0,0.0,2024-09-30,0,Bournemouth,12457,0,0,False
Paul Onuachu,FWD,Southampton,0,0.0,2024-09-14,0,Manchester United,11665,0,0,True
Paul Onuachu,FWD,Southampton,0,0.2,2024-11-09,17,Wolverhampton,22693,0,1,False
Paul Onuachu,FWD,Southampton,0,1.7,2024-10-19,22,Leicester City,17162,0,1,True
Paul Onuachu,FWD,Southampton,0,2.7,2024-10-26,3,Manchester City,19573,0,1,False
Paul Onuachu,FWD,Southampton,0,0.0,2024-08-31,0,Brentford,10340,0,0,False
