name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Jørgen Strand Larsen,FWD,Wolves,0,2.7,2024-08-17,83,Arsenal,17027,1,2,False
Jørgen Strand Larsen,FWD,Wolves,0,8.1,2024-08-25,90,Chelsea,22849,1,6,True
Jørgen Strand Larsen,FWD,Wolves,0,1.7,2024-08-31,85,Nottingham Forest,85873,1,2,False
Jørgen Strand Larsen,FWD,Wolves,0,5.3,2024-09-15,85,Newcastle United,87574,1,5,True
Jørgen Strand Larsen,FWD,Wolves,0,2.0,2024-09-28,67,Liverpool,103831,1,2,True
Jørgen Strand Larsen,FWD,Wolves,0,7.7,2024-10-26,90,Brighton,163910,1,1,False
Jørgen Strand Larsen,FWD,Wolves,3,5.4,2024-10-20,79,Manchester City,106118,1,9,True
Jørgen Strand Larsen,FWD,Wolves,2,10.8,2024-11-02,90,Crystal Palace,197931,1,8,True
Jørgen Strand Larsen,FWD,Wolves,0,6.2,2024-10-05,90,Brentford,108125,1,6,False
Jørgen Strand Larsen,FWD,Wolves,0,2.4,2024-11-09,72,Southampton,385941,1,2,True
Jørgen Strand Larsen,FWD,Wolves,0,2.8,2024-09-21,64,Aston Villa,109956,1,2,False
Jørgen Strand Larsen,FWD,Wolves,0,3.2,2024-11-23,90,Fulham,335506,1,5,False
