name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-08-25,0,Wolverhampton,0,0,0,32295,0,0,False
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-08-18,0,Manchester City,0,0,0,30077,0,0,True
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-10-06,0,Nottingham Forest,0,0,0,22574,0,0,True
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-09-01,0,Crystal Palace,0,0,0,29224,0,0,True
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-09-21,0,West Ham,0,0,0,25090,0,0,False
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-09-14,0,Bournemouth,0,0,0,26993,0,0,False
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-09-28,0,Brighton,0,0,0,23275,0,0,True
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-11-03,0,Manchester United,0,0,0,21439,0,0,False
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-11-10,0,Arsenal,0,0,0,21249,0,0,True
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-10-20,0,Liverpool,0,0,0,22346,0,0,False
Filip Jørgensen,GK,Chelsea,0,0,0.0,0,2024-10-27,0,Newcastle United,0,0,0,21976,0,0,True
