name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.1,2024-11-02,1,Wolverhampton,7471,0,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.1,2024-09-14,1,Leicester City,8950,0,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,1,1.7,2024-11-09,16,Fulham,7719,0,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.1,2024-08-24,9,West Ham,9169,0,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2024-10-05,0,Liverpool,7846,0,0,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2024-10-27,0,Tottenham,7223,0,0,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.0,2024-08-18,0,Brentford,9877,0,0,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,2.6,2024-10-21,16,Nottingham Forest,7497,0,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,2.4,2024-09-21,1,Manchester United,8355,0,1,True
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.4,2024-09-28,17,Everton,8082,0,1,False
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0.1,2024-09-01,2,Chelsea,9507,0,1,False
