name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Ferdi Kadioglu,DEF,Brighton,0,0,4.03,4,3.9,2024-09-28,70,Chelsea,0,17944,1,0,False
Ferdi Kadioglu,DEF,Brighton,0,0,0.0,0,0.0,2024-08-31,0,Arsenal,0,6882,0,0,False
Ferdi Kadioglu,DEF,Brighton,0,0,1.65,2,10.0,2024-11-02,86,Liverpool,0,22631,1,6,False
Ferdi Kadioglu,DEF,Brighton,0,1,2.02,0,2.8,2024-10-19,90,Newcastle United,0,17898,1,6,False
Ferdi Kadioglu,DEF,Brighton,0,0,0.14,0,3.2,2024-09-14,23,Ipswich Town,0,15405,0,1,True
Ferdi Kadioglu,DEF,Brighton,0,1,0.65,0,1.0,2024-10-26,71,Wolverhampton,0,21513,1,6,True
Ferdi Kadioglu,DEF,Brighton,0,0,0.95,2,3.1,2024-10-06,45,Tottenham,0,17817,1,0,True
Ferdi Kadioglu,DEF,Brighton,0,0,0.0,0,0.0,2024-09-22,0,Nottingham Forest,0,19663,0,0,True
Ferdi Kadioglu,DEF,Brighton,0,0,0.0,0,0.0,2024-11-09,0,Manchester City,0,52006,0,0,True
Ferdi Kadioglu,DEF,Brighton,0,0,0.0,0,0.0,2024-11-23,0,Bournemouth,0,46225,0,0,False
