name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
David Raya Martin,GK,Arsenal,1,1,0.47,0,2024-08-17,90,Wolverhampton,0,0,3,2143198,1,8,True
David Raya Martin,GK,Arsenal,3,1,1.28,0,2024-08-24,90,Aston Villa,0,0,3,2377063,1,10,False
David Raya Martin,GK,Arsenal,0,0,0.32,2,2024-09-28,90,Leicester City,0,0,1,3172537,1,1,True
David Raya Martin,GK,Arsenal,2,1,0.74,0,2024-09-15,90,Tottenham,0,0,5,2823889,1,9,False
David Raya Martin,GK,Arsenal,0,0,1.83,1,2024-08-31,90,Brighton,0,0,3,2865351,1,2,True
David Raya Martin,GK,Arsenal,0,0,0.85,2,2024-10-27,90,Liverpool,0,0,2,3259267,1,0,True
David Raya Martin,GK,Arsenal,0,0,0.65,1,2024-10-05,90,Southampton,0,0,1,3344605,1,2,True
David Raya Martin,GK,Arsenal,0,0,1.82,2,2024-10-19,90,Bournemouth,0,0,2,3429779,1,1,False
David Raya Martin,GK,Arsenal,0,0,1.28,1,2024-11-10,90,Chelsea,0,0,2,3095312,1,2,False
David Raya Martin,GK,Arsenal,0,0,2.16,2,2024-09-22,90,Manchester City,0,0,9,2945014,1,4,False
David Raya Martin,GK,Arsenal,0,0,0.53,1,2024-11-02,90,Newcastle United,0,0,3,3200996,1,3,False
David Raya Martin,GK,Arsenal,0,1,0.33,0,2024-11-23,90,Nottingham Forest,0,0,0,3080962,1,6,True
