goals,shots,xG,time,position,date,xA,assists,key_passes
0,0,0.0,90,DR,2024-05-19,0.0,0,0
0,1,0.052457470446825,90,DR,2024-04-02,0.0796801447868347,0,1
0,0,0.0,4,Sub,2024-03-30,0.0,0,0
0,0,0.0,6,Sub,2024-03-16,0.0,0,0
0,0,0.0,2,Sub,2024-02-03,0.0,0,0
0,0,0.0,68,DR,2024-01-13,0.0,0,0
0,1,0.0559042170643806,76,DR,2023-12-26,0.0,0,0
0,0,0.0,20,Sub,2023-12-16,0.0155871966853737,0,1
1,1,0.585390031337738,86,DR,2023-12-03,0.0,0,0
0,1,0.4844272434711456,90,DR,2023-09-16,0.0,0,0
0,0,0.0,80,DR,2023-09-02,0.0,0,0
0,0,0.0,90,DR,2023-08-26,0.0,0,0
0,0,0.0,88,DR,2023-08-19,0.0,0,0
0,0,0.0,90,DR,2023-08-12,0.0662107020616531,0,1
