name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Yoane Wissa,MID,Brentford,1,0,2,8.5,2022-03-20,90,Leeds United,6973,8,False
Yoane Wissa,MID,Brentford,0,0,1,3.8,2021-12-26,49,Brighton,4736,1,False
Yoane Wissa,MID,Brentford,0,0,1,4.2,2021-12-29,68,Manchester City,4690,2,True
Yoane Wissa,MID,Brentford,0,0,0,0.1,2021-08-21,13,Crystal Palace,3961,1,False
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-08-13,0,Arsenal,4209,0,True
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-10-30,0,Burnley,5238,0,False
Yoane Wissa,MID,Brentford,0,0,0,0.2,2021-08-28,24,Aston Villa,3557,1,False
Yoane Wissa,MID,Brentford,0,0,1,0.7,2021-12-10,68,Watford,5160,2,True
Yoane Wissa,MID,Brentford,0,0,0,1.9,2021-11-28,3,Everton,4153,1,True
Yoane Wissa,MID,Brentford,0,0,0,1.8,2022-02-09,20,Manchester City,7066,1,False
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-11-20,0,Newcastle United,4265,0,False
Yoane Wissa,MID,Brentford,0,0,0,0.1,2021-12-02,20,Tottenham,4256,1,False
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-11-06,0,Norwich,4618,0,True
Yoane Wissa,MID,Brentford,0,0,1,0.5,2021-12-05,18,Leicester City,4378,1,False
Yoane Wissa,MID,Brentford,0,1,0,1.1,2022-02-12,81,Crystal Palace,6843,3,True
Yoane Wissa,MID,Brentford,0,0,1,0.2,2022-01-22,32,Wolverhampton,7952,1,True
Yoane Wissa,MID,Brentford,0,0,2,4.0,2022-02-19,90,Arsenal,6563,2,False
Yoane Wissa,MID,Brentford,0,0,0,0.7,2022-03-12,15,Burnley,6344,1,True
Yoane Wissa,MID,Brentford,0,0,1,0.2,2022-03-05,8,Norwich,6520,1,False
Yoane Wissa,MID,Brentford,0,0,2,2.5,2022-02-26,61,Newcastle United,6895,2,True
Yoane Wissa,MID,Brentford,1,0,1,4.8,2022-01-02,90,Aston Villa,8379,8,True
Yoane Wissa,MID,Brentford,0,0,1,0.2,2022-01-11,34,Southampton,8379,1,False
Yoane Wissa,MID,Brentford,0,0,2,1.4,2022-01-16,22,Liverpool,14134,1,False
Yoane Wissa,MID,Brentford,0,0,1,0.4,2022-01-19,23,Manchester United,14134,1,True
Yoane Wissa,MID,Brentford,0,0,0,5.0,2022-04-02,5,Chelsea,6599,6,False
Yoane Wissa,MID,Brentford,0,1,0,2.1,2022-04-10,90,West Ham,7340,3,True
Yoane Wissa,MID,Brentford,0,0,0,0.4,2022-05-02,14,Manchester United,7643,1,False
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-09-11,0,Brighton,3535,0,True
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-09-18,0,Wolverhampton,3399,0,False
Yoane Wissa,MID,Brentford,1,0,2,0.0,2022-05-22,90,Leicester City,26983,6,True
Yoane Wissa,MID,Brentford,0,0,0,0.2,2022-04-23,12,Tottenham,7879,1,True
Yoane Wissa,MID,Brentford,0,0,0,8.7,2021-09-25,12,Liverpool,3351,6,True
Yoane Wissa,MID,Brentford,2,0,0,5.0,2021-10-03,8,West Ham,4541,8,False
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-10-16,0,Chelsea,9063,0,True
Yoane Wissa,MID,Brentford,0,0,1,4.6,2022-04-16,65,Watford,8471,2,False
Yoane Wissa,MID,Brentford,0,0,0,0.0,2021-10-24,0,Leeds United,6786,0,True
Yoane Wissa,MID,Brentford,0,1,0,8.7,2022-05-07,68,Southampton,7603,8,True
Yoane Wissa,MID,Brentford,1,0,2,7.6,2022-05-15,75,Everton,8082,11,False
