name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Angus Gunn,GK,Norwich,0,0,2,2022-02-25,90,Southampton,0,0,7,192969,3,False
Angus Gunn,GK,Norwich,0,0,0,2022-01-12,0,West Ham,0,0,0,124160,0,False
Angus Gunn,GK,Norwich,0,0,0,2022-01-15,0,Everton,0,0,0,122022,0,True
Angus Gunn,GK,Norwich,0,0,5,2021-12-26,90,Arsenal,0,0,1,134780,0,True
Angus Gunn,GK,Norwich,0,0,3,2021-12-28,90,Crystal Palace,0,0,3,120913,2,False
Angus Gunn,GK,Norwich,0,0,0,2021-12-14,0,Aston Villa,0,0,0,117478,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-08-14,0,Liverpool,0,0,0,103597,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-08-21,0,Manchester City,0,0,0,112261,0,False
Angus Gunn,GK,Norwich,0,0,0,2021-10-31,0,Leicester City,0,0,0,127479,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-08-28,0,Leeds United,0,0,0,119334,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-11-27,0,Wolverhampton,0,0,0,121831,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-12-11,0,Manchester United,0,0,0,118672,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-12-05,0,Tottenham,0,0,0,120225,0,False
Angus Gunn,GK,Norwich,1,0,1,2022-02-09,90,Crystal Palace,0,0,4,135125,4,True
Angus Gunn,GK,Norwich,0,0,0,2021-11-06,0,Brentford,0,0,0,127481,0,False
Angus Gunn,GK,Norwich,0,0,0,2021-11-30,0,Newcastle United,0,0,0,121118,0,False
Angus Gunn,GK,Norwich,0,0,0,2021-11-20,0,Southampton,0,0,0,122187,0,True
Angus Gunn,GK,Norwich,0,0,4,2022-02-12,90,Manchester City,0,1,5,144070,6,True
Angus Gunn,GK,Norwich,0,0,0,2022-04-10,0,Burnley,0,0,0,165851,0,True
Angus Gunn,GK,Norwich,0,0,0,2022-04-02,0,Brighton,0,0,0,167075,0,False
Angus Gunn,GK,Norwich,2,1,0,2022-01-21,90,Watford,0,0,3,120368,9,False
Angus Gunn,GK,Norwich,0,0,0,2022-03-13,0,Leicester City,0,0,0,171725,0,False
Angus Gunn,GK,Norwich,0,0,0,2022-04-30,0,Aston Villa,0,0,0,161469,0,False
Angus Gunn,GK,Norwich,0,0,0,2022-04-23,0,Newcastle United,0,0,0,163343,0,True
Angus Gunn,GK,Norwich,0,0,0,2022-04-16,0,Manchester United,0,0,0,163444,0,False
Angus Gunn,GK,Norwich,0,0,3,2022-02-19,90,Liverpool,0,0,4,164264,2,False
Angus Gunn,GK,Norwich,0,0,0,2022-03-05,0,Brentford,0,0,0,168309,0,True
Angus Gunn,GK,Norwich,0,0,0,2022-03-10,0,Chelsea,0,0,0,168309,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-09-11,0,Arsenal,0,0,0,140772,0,False
Angus Gunn,GKP,Norwich,0,0,1,2022-05-15,90,Wolverhampton,0,0,3,163717,3,False
Angus Gunn,GK,Norwich,0,0,0,2021-09-18,0,Watford,0,0,0,144086,0,True
Angus Gunn,GK,Norwich,0,0,0,2021-09-25,0,Everton,0,0,0,141930,0,False
Angus Gunn,GK,Norwich,0,0,0,2021-10-23,0,Chelsea,0,0,0,130181,0,False
Angus Gunn,GK,Norwich,0,0,0,2021-10-02,0,Burnley,0,0,0,138505,0,False
Angus Gunn,GK,Norwich,0,0,0,2021-10-16,0,Brighton,0,0,0,131956,0,True
Angus Gunn,GK,Norwich,0,0,0,2022-05-22,0,Tottenham,0,0,0,166710,0,True
Angus Gunn,GK,Norwich,0,0,0,2022-05-08,0,West Ham,0,0,0,155285,0,True
Angus Gunn,GK,Norwich,0,0,3,2022-05-11,90,Leeds United,0,0,5,155285,2,False
