name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Bernd Leno,GK,Arsenal,0,0,0,2021-12-18,0,Leicester City,0,0,0,77133,0,False
Bernd Leno,GK,Arsenal,0,0,0,2022-01-01,0,Manchester City,0,0,0,76454,0,True
Bernd Leno,GK,Arsenal,0,1,0,2022-03-19,90,Aston Villa,0,0,1,75131,6,False
Bernd Leno,GK,Arsenal,0,0,0,2021-12-26,0,Norwich,0,0,0,76933,0,False
Bernd Leno,GK,Arsenal,0,0,0,2021-12-15,0,West Ham,0,0,0,78426,0,True
Bernd Leno,GK,Arsenal,0,0,2,2021-08-13,90,Brentford,0,0,1,153122,1,False
Bernd Leno,GK,Arsenal,0,0,0,2021-11-27,0,Newcastle United,0,0,0,84519,0,True
Bernd Leno,GK,Arsenal,0,0,2,2021-08-22,90,Chelsea,0,0,3,144885,2,True
Bernd Leno,GK,Arsenal,0,0,0,2021-10-30,0,Leeds United,0,0,0,91686,0,False
Bernd Leno,GK,Arsenal,0,0,5,2021-08-28,90,Manchester City,0,0,5,136757,1,False
Bernd Leno,GK,Arsenal,0,0,0,2021-12-11,0,Southampton,0,0,0,80128,0,True
Bernd Leno,GK,Arsenal,0,0,0,2021-12-06,0,Everton,0,0,0,82225,0,False
Bernd Leno,GK,Arsenal,0,0,0,2022-04-04,0,Crystal Palace,0,0,0,87600,0,False
Bernd Leno,GK,Arsenal,0,0,0,2022-04-09,0,Brighton,0,0,0,83902,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-02-10,0,Wolverhampton,0,0,0,75699,0,False
Bernd Leno,GK,Arsenal,0,0,0,2021-11-07,0,Watford,0,0,0,88230,0,True
Bernd Leno,GKP,Arsenal,0,0,0,2022-05-16,0,Newcastle United,0,0,0,77632,0,False
Bernd Leno,GK,Arsenal,0,0,0,2021-12-02,0,Manchester United,0,0,0,83324,0,False
Bernd Leno,GK,Arsenal,0,0,0,2021-11-20,0,Liverpool,0,0,0,85968,0,False
Bernd Leno,GK,Arsenal,0,0,0,2022-01-23,0,Burnley,0,0,0,75890,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-05-01,0,West Ham,0,0,0,78846,0,False
Bernd Leno,GK,Arsenal,0,0,0,2022-04-23,0,Manchester United,0,0,0,79615,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-04-16,0,Southampton,0,0,0,80619,0,False
Bernd Leno,GK,Arsenal,0,0,0,2022-04-20,0,Chelsea,0,0,0,80619,0,False
Bernd Leno,GK,Arsenal,0,0,0,2022-03-13,0,Leeds United,0,0,0,74799,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-03-16,0,Liverpool,0,0,0,74799,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-02-19,0,Brentford,0,0,0,74577,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-02-24,0,Wolverhampton,0,0,0,74577,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-03-06,0,Watford,0,0,0,74794,0,False
Bernd Leno,GK,Arsenal,0,0,0,2021-09-11,0,Norwich,0,0,0,153130,0,True
Bernd Leno,GK,Arsenal,0,0,0,2021-09-18,0,Burnley,0,0,0,129851,0,False
Bernd Leno,GK,Arsenal,0,0,0,2021-09-26,0,Tottenham,0,0,0,113567,0,True
Bernd Leno,GK,Arsenal,0,0,0,2021-10-22,0,Aston Villa,0,0,0,95264,0,True
Bernd Leno,GK,Arsenal,0,0,0,2021-10-02,0,Brighton,0,0,0,104952,0,False
Bernd Leno,GK,Arsenal,0,0,0,2021-10-18,0,Crystal Palace,0,0,0,98912,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-05-22,0,Everton,0,0,0,77609,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-05-08,0,Leicester City,0,0,0,77793,0,True
Bernd Leno,GK,Arsenal,0,0,0,2022-05-12,0,Tottenham,0,0,0,77793,0,False
