name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Bertrand Traoré,MID,Aston Villa,0,0,0,0.6,2022-03-19,21,Arsenal,25496,1,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-12-14,0,Norwich,26460,0,False
Bertrand Traoré,MID,Aston Villa,0,0,1,0.5,2021-12-26,17,Chelsea,25951,1,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-08-28,0,Brentford,56038,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-10-31,0,West Ham,32047,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,3.3,2021-08-14,18,Watford,141304,4,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-12-11,0,Liverpool,26811,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-08-21,0,Newcastle United,111033,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-12-01,0,Manchester City,28196,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-11-20,0,Brighton,29378,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-11-05,0,Southampton,30772,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-11-27,0,Crystal Palace,28955,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-02-09,0,Leicester City,25471,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-02-13,0,Newcastle United,25468,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-12-05,0,Leeds United,27426,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-01-22,0,Everton,25659,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-03-13,0,West Ham,25247,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-02-19,0,Watford,25306,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-03-05,0,Southampton,25122,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-03-10,0,Leicester City,25122,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-02-26,0,Brighton,25188,0,False
Bertrand Traoré,MID,Aston Villa,0,0,1,1.1,2022-01-02,79,Brentford,26310,2,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-01-15,0,Manchester United,25794,0,True
Bertrand Traoré,MID,Aston Villa,0,0,1,1.5,2021-09-11,21,Chelsea,41023,1,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-05-22,0,Manchester City,25796,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,1.7,2021-09-18,4,Everton,39861,1,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-09-25,0,Manchester United,38248,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-05-07,0,Burnley,25539,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-05-10,9,Liverpool,25539,1,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.2,2021-10-03,10,Tottenham,36608,1,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-10-16,0,Wolverhampton,34700,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-04-09,0,Tottenham,25429,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2021-10-22,0,Arsenal,32976,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-04-02,0,Wolverhampton,25418,0,False
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-05-15,0,Crystal Palace,25779,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,2.9,2022-05-19,33,Burnley,25779,1,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-04-30,0,Norwich,25422,0,True
Bertrand Traoré,MID,Aston Villa,0,0,0,0.0,2022-04-23,0,Leeds United,25453,0,False
