name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-03-19,0,Arsenal,12217,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2021-12-26,0,Chelsea,14817,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2021-12-14,0,Norwich,17373,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,4,1.2,2021-10-31,90,West Ham,17182,2,True
Marvelous Nakamba,MID,Aston Villa,0,0,3,1.3,2021-08-14,90,Watford,7728,2,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.1,2021-08-28,27,Brentford,16735,1,True
Marvelous Nakamba,MID,Aston Villa,0,0,1,2.9,2021-11-27,90,Crystal Palace,17921,1,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-02-09,0,Leicester City,12938,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,1,3.2,2021-12-05,90,Leeds United,18547,1,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2021-08-21,0,Newcastle United,18812,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,2,1.5,2021-12-01,76,Manchester City,18277,2,True
Marvelous Nakamba,MID,Aston Villa,0,1,0,1.9,2021-11-20,90,Brighton,16987,2,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.8,2021-12-11,56,Liverpool,18815,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,1,1.7,2021-11-05,62,Southampton,17223,2,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-02-13,0,Newcastle United,12825,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-01-22,0,Everton,13179,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-03-13,0,West Ham,12273,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-02-19,0,Watford,12656,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-03-05,0,Southampton,12406,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-03-10,0,Leicester City,12406,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-02-26,0,Brighton,12499,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-01-02,0,Brentford,14136,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-01-15,0,Manchester United,13422,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,1,0.3,2021-09-11,10,Chelsea,18595,1,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.7,2021-09-18,50,Everton,19917,1,True
Marvelous Nakamba,MID,Aston Villa,0,0,3,0.0,2022-05-22,18,Manchester City,12372,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2021-09-25,0,Manchester United,20016,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2021-10-03,0,Tottenham,19056,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2021-10-22,0,Arsenal,18137,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,3,0.3,2021-10-16,23,Wolverhampton,18638,1,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-05-07,0,Burnley,12194,0,False
Marvelous Nakamba,MID,Aston Villa,0,0,1,0.7,2022-05-10,61,Liverpool,12194,2,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-04-09,0,Tottenham,12116,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-04-02,0,Wolverhampton,12141,0,False
Marvelous Nakamba,MID,Aston Villa,0,1,0,1.2,2022-05-15,65,Crystal Palace,12319,3,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-05-19,0,Burnley,12319,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-04-30,0,Norwich,12195,0,True
Marvelous Nakamba,MID,Aston Villa,0,0,0,0.0,2022-04-23,1,Leeds United,12191,1,False
