name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2021-12-19,0,Chelsea,0,211464,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-02-27,0,West Ham,0,248439,0,False
Nélson Cabral Semedo,DEF,Wolves,2,1,0,8.9,2022-01-03,90,Manchester United,0,187399,8,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,1.9,2022-01-15,90,Southampton,0,239248,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-03-18,0,Leicester City,0,156125,0,True
Nélson Cabral Semedo,DEF,Wolves,2,1,0,1.7,2021-12-15,90,Brighton,0,204626,8,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2021-08-14,0,Leeds United,0,117436,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,5.1,2021-08-22,90,Tottenham,0,107567,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1,3.0,2021-11-01,90,Everton,0,244055,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1,2.7,2021-08-29,90,Manchester United,0,103284,2,True
Nélson Cabral Semedo,DEF,Wolves,0,1,0,1.8,2021-11-27,75,Norwich,0,211452,5,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,1.9,2021-12-04,90,Liverpool,0,195457,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1,4.8,2022-02-10,90,Arsenal,0,246339,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1,1.3,2021-11-06,67,Crystal Palace,0,229823,2,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,1.0,2021-12-11,90,Manchester City,0,195918,2,False
Nélson Cabral Semedo,DEF,Wolves,3,1,0,5.1,2021-12-01,90,Burnley,0,205262,9,True
Nélson Cabral Semedo,DEF,Wolves,0,1,0,5.0,2021-11-20,90,West Ham,0,209971,6,True
Nélson Cabral Semedo,DEF,Wolves,0,1,0,4.3,2022-02-13,90,Tottenham,0,245463,6,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-04-02,0,Aston Villa,0,155298,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1,7.5,2022-01-22,90,Brentford,0,243514,5,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-04-08,0,Newcastle United,0,156278,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-03-13,0,Everton,0,168370,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,3.7,2022-02-20,90,Leeds United,0,310346,2,True
Nélson Cabral Semedo,DEF,Wolves,2,1,0,1.2,2022-02-24,60,Arsenal,0,310346,8,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-03-05,0,Crystal Palace,0,189259,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-03-10,0,Watford,0,189259,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1,8.5,2022-04-24,90,Burnley,0,153471,2,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,0.5,2022-04-30,52,Brighton,0,154649,1,True
Nélson Cabral Semedo,DEF,Wolves,0,1,0,6.1,2021-09-11,90,Watford,0,191576,6,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2,3.4,2021-09-18,81,Brentford,0,309262,1,True
Nélson Cabral Semedo,DEF,Wolves,0,1,0,4.0,2021-09-26,86,Southampton,0,294418,6,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,2.3,2021-10-23,90,Leicester City,0,261369,2,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2,2.6,2021-10-16,90,Aston Villa,0,280748,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1,2.0,2021-10-02,90,Newcastle United,0,315102,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-05-22,0,Liverpool,0,140427,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-05-15,0,Norwich,0,143021,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-05-07,0,Chelsea,0,147149,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0.0,2022-05-11,0,Manchester City,0,147149,0,True
