name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-12-19,0,Chelsea,0,16289,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-03-18,0,Leicester City,0,14697,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-02-27,0,West Ham,0,14957,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-01-03,0,Manchester United,0,15795,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-01-15,0,Southampton,0,15459,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-12-15,0,Brighton,0,16469,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-08-14,0,Leeds United,0,0,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-08-22,0,Tottenham,0,14604,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-11-27,0,Norwich,0,17492,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-11-01,0,Everton,0,18923,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-08-29,0,Manchester United,0,24140,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-12-04,0,Liverpool,0,17043,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-12-11,0,Manchester City,0,16743,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-02-10,0,Arsenal,0,15270,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-11-06,0,Crystal Palace,0,18433,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-12-01,0,Burnley,0,17309,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-11-20,0,West Ham,0,17951,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-02-13,0,Tottenham,0,15184,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-01-22,0,Brentford,0,15397,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-04-02,0,Aston Villa,0,14674,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-04-08,0,Newcastle United,0,14644,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-03-13,0,Everton,0,14784,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-04-30,0,Brighton,0,14526,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-02-20,0,Leeds United,0,15051,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-02-24,0,Arsenal,0,15051,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-03-05,0,Crystal Palace,0,14872,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-03-10,0,Watford,0,14872,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-04-24,0,Burnley,0,14565,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-09-11,0,Watford,0,31548,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-09-18,0,Brentford,0,25375,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-09-26,0,Southampton,0,22809,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-10-23,0,Leicester City,0,19805,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-10-02,0,Newcastle United,0,21460,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2021-10-16,0,Aston Villa,0,20396,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-05-15,0,Norwich,0,14443,0,True
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-05-22,0,Liverpool,0,14401,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-05-07,0,Chelsea,0,14475,0,False
Christian Marques,DEF,Wolves,0,0,0,0.0,2022-05-11,0,Manchester City,0,14475,0,True
