name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-01-02,0,Brighton,60405,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-02-26,0,Manchester City,59586,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-01-15,0,Norwich,60134,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-12-16,0,Chelsea,61082,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-08-14,0,Southampton,144120,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-08-21,0,Leicester City,120059,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-08-28,0,Brighton,98559,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-11-01,0,Wolverhampton,65591,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-11-28,0,Brentford,62625,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-12-12,0,Crystal Palace,61367,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-11-21,0,Manchester City,63256,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-02-08,0,Newcastle United,59784,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-11-07,0,Tottenham,64359,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-12-01,0,Liverpool,62310,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-12-06,0,Arsenal,61913,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-02-12,0,Leicester City,59748,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-01-22,0,Aston Villa,59911,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-04-03,0,West Ham,59280,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-04-06,0,Burnley,59280,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-04-09,0,Manchester United,59268,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-03-13,0,Wolverhampton,59468,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-03-17,0,Newcastle United,59468,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-02-19,0,Southampton,59661,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-03-07,0,Tottenham,59529,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-04-20,0,Leeds United,59193,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-05-01,0,Chelsea,59130,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-04-24,0,Liverpool,59146,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-05-15,0,Brentford,59062,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-05-19,0,Crystal Palace,59062,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-09-13,0,Burnley,87161,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-09-18,0,Aston Villa,82283,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-09-25,0,Norwich,78643,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-10-02,0,Manchester United,75791,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-05-22,0,Arsenal,59137,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-10-17,0,West Ham,71023,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2021-10-23,0,Watford,68131,0,True
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-05-08,0,Leeds United,59070,0,False
Gylfi Sigurdsson,MID,Everton,0,0,0,0.0,2022-05-11,0,Watford,59070,0,False
