name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-02-26,0,Brighton,0,785,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-03-19,0,Arsenal,0,1191,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-01-15,0,Manchester United,0,0,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-02-09,0,Leicester City,0,380,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-04-02,0,Wolverhampton,0,1092,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-04-09,0,Tottenham,0,1134,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-02-13,0,Newcastle United,0,465,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-01-22,0,Everton,0,182,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-04-30,0,Norwich,0,1431,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-04-23,0,Leeds United,0,1408,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-03-13,0,West Ham,0,904,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-02-19,0,Watford,0,631,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-03-05,0,Southampton,0,794,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-03-10,0,Leicester City,0,794,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-05-22,0,Manchester City,0,1610,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-05-15,0,Crystal Palace,0,1571,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-05-19,0,Burnley,0,1571,0,True
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-05-07,0,Burnley,0,1486,0,False
Kaine Hayden,DEF,Aston Villa,0,0,0,0.0,2022-05-10,0,Liverpool,0,1486,0,True
