name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Nathaniel Clyne,DEF,Crystal Palace,0,0,1,2.7,2022-02-26,90,Burnley,0,8332,2,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2022-01-01,0,West Ham,0,7692,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2022-01-14,0,Brighton,0,7692,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-12-26,0,Tottenham,0,7697,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-12-28,0,Norwich,0,7767,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-12-15,0,Southampton,0,7623,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-08-14,0,Chelsea,0,7285,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-10-30,0,Manchester City,0,7560,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-08-21,0,Brentford,0,9126,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-08-28,0,West Ham,0,8496,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-11-27,0,Aston Villa,0,7410,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,1,1.7,2021-12-05,90,Manchester United,0,7317,1,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-11-20,0,Burnley,0,7500,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2022-02-09,0,Norwich,0,7717,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-12-12,1,Everton,0,7578,1,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-11-06,0,Wolverhampton,0,7501,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-11-30,0,Leicester City,0,7377,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2022-02-12,0,Brentford,0,7715,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2022-01-23,0,Liverpool,0,7677,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,1,0,0.8,2022-03-14,90,Manchester City,0,8368,6,True
Nathaniel Clyne,DEF,Crystal Palace,0,1,0,0.5,2022-03-05,90,Wolverhampton,0,8009,6,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,1,3.4,2022-02-19,90,Chelsea,0,7741,2,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,1,1.3,2022-02-23,90,Watford,0,7741,2,False
Nathaniel Clyne,DEF,Crystal Palace,0,1,0,0.6,2022-04-04,90,Arsenal,0,11222,6,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,2,2.8,2022-04-10,90,Leeds United,0,15247,1,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,1,0.6,2022-04-20,90,Newcastle United,0,17377,2,False
Nathaniel Clyne,DEF,Crystal Palace,1,1,0,4.3,2022-04-25,90,Leicester City,0,18269,7,True
Nathaniel Clyne,DEF,Crystal Palace,1,0,1,4.7,2022-04-30,90,Southampton,0,22818,6,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-09-11,0,Tottenham,0,8282,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-09-18,0,Liverpool,0,8143,0,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-09-27,0,Brighton,0,7913,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-10-03,0,Leeds United,0,7792,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-10-23,0,Newcastle United,0,7608,0,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,0,0.0,2021-10-18,0,Arsenal,0,7679,0,False
Nathaniel Clyne,DEF,Crystal Palace,1,1,0,0.0,2022-05-22,90,Manchester United,0,74366,7,True
Nathaniel Clyne,DEF,Crystal Palace,1,1,0,2.5,2022-05-07,90,Watford,0,38512,7,True
Nathaniel Clyne,DEF,Crystal Palace,0,0,1,1.8,2022-05-15,90,Aston Villa,0,129370,2,False
Nathaniel Clyne,DEF,Crystal Palace,0,0,3,1.0,2022-05-19,90,Everton,0,129370,1,False
