name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Nathan Broadhead,FWD,Everton,0,0.0,2022-02-26,0,Manchester City,1480,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-01-02,0,Brighton,1539,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-01-15,0,Norwich,1509,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-12-16,0,Chelsea,1581,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-08-21,0,Leicester City,5120,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-08-14,0,Southampton,0,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-11-28,0,Brentford,1639,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-08-28,0,Brighton,3362,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-12-12,0,Crystal Palace,1590,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-11-01,0,Wolverhampton,1735,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-02-08,0,Newcastle United,1500,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-12-01,0,Liverpool,1624,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-11-07,0,Tottenham,1703,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-12-06,0,Arsenal,1607,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-11-21,0,Manchester City,1659,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-04-09,0,Manchester United,1468,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-02-12,0,Leicester City,1496,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-04-03,0,West Ham,1471,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-04-06,0,Burnley,1471,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-01-22,0,Aston Villa,1504,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-05-01,0,Chelsea,1460,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-04-24,0,Liverpool,1462,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-04-20,0,Leeds United,1465,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-03-13,0,Wolverhampton,1477,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-03-17,0,Newcastle United,1477,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-02-19,0,Southampton,1491,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-03-07,0,Tottenham,1480,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-05-15,0,Brentford,1449,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-05-19,0,Crystal Palace,1449,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-09-13,0,Burnley,2520,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-09-18,0,Aston Villa,2250,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-09-25,0,Norwich,2072,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-10-02,0,Manchester United,1951,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2021-10-17,0,West Ham,1862,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2021-10-23,0,Watford,1795,0,True
Nathan Broadhead,FWD,Everton,0,0.0,2022-05-22,0,Arsenal,1447,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-05-08,0,Leeds United,1455,0,False
Nathan Broadhead,FWD,Everton,0,0.0,2022-05-11,0,Watford,1455,0,False
