name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Timo Werner,FWD,Chelsea,0,0.0,2021-12-19,0,Wolverhampton,136691,0,False
Timo Werner,FWD,Chelsea,0,0.0,2021-12-26,0,Aston Villa,125887,0,False
Timo Werner,FWD,Chelsea,0,0.0,2021-12-29,0,Brighton,123597,0,True
Timo Werner,FWD,Chelsea,0,0.0,2021-12-16,0,Everton,154964,0,True
Timo Werner,FWD,Chelsea,0,0.0,2021-08-22,1,Arsenal,284094,1,False
Timo Werner,FWD,Chelsea,0,4.0,2021-08-14,90,Crystal Palace,335608,2,True
Timo Werner,FWD,Chelsea,0,0.0,2021-08-28,0,Liverpool,185589,0,False
Timo Werner,FWD,Chelsea,0,8.1,2021-11-28,81,Manchester United,120120,2,True
Timo Werner,FWD,Chelsea,0,0.0,2022-01-02,0,Liverpool,120640,0,True
Timo Werner,FWD,Chelsea,0,2.6,2021-12-11,73,Leicester City,147790,2,True
Timo Werner,FWD,Chelsea,0,0.0,2021-10-30,0,Newcastle United,121746,0,False
Timo Werner,FWD,Chelsea,0,0.0,2021-11-20,0,Leeds United,113000,0,False
Timo Werner,FWD,Chelsea,0,0.0,2021-11-06,0,Burnley,115333,0,True
Timo Werner,FWD,Chelsea,0,0.0,2021-12-04,0,West Ham,122409,0,False
Timo Werner,FWD,Chelsea,0,0.0,2021-12-01,0,Watford,122993,0,False
Timo Werner,FWD,Chelsea,0,2.1,2022-01-15,21,Manchester City,131403,1,False
Timo Werner,FWD,Chelsea,0,2.5,2022-01-18,10,Brighton,131403,1,False
Timo Werner,FWD,Chelsea,0,0.0,2022-01-23,0,Tottenham,127656,0,True
Timo Werner,FWD,Chelsea,0,0.0,2022-05-19,0,Leeds United,251857,0,True
Timo Werner,FWD,Chelsea,0,3.1,2022-03-13,62,Newcastle United,131902,2,True
Timo Werner,FWD,Chelsea,2,20.6,2022-04-09,90,Southampton,134107,15,False
Timo Werner,FWD,Chelsea,0,0.0,2022-02-19,0,Crystal Palace,126175,0,False
Timo Werner,FWD,Chelsea,0,0.2,2022-03-05,12,Burnley,135694,1,False
Timo Werner,FWD,Chelsea,0,2.7,2022-03-10,85,Norwich,135694,2,False
Timo Werner,FWD,Chelsea,0,5.3,2022-04-02,63,Brentford,133503,2,True
Timo Werner,FWD,Chelsea,0,2.7,2022-05-01,67,Everton,412933,2,False
Timo Werner,FWD,Chelsea,0,12.0,2022-04-24,75,West Ham,468293,2,True
Timo Werner,FWD,Chelsea,0,3.0,2022-04-28,70,Manchester United,468293,2,False
Timo Werner,FWD,Chelsea,2,9.3,2022-04-20,90,Arsenal,164391,8,True
Timo Werner,FWD,Chelsea,0,0.0,2021-09-11,8,Aston Villa,147360,1,True
Timo Werner,FWD,Chelsea,0,5.3,2021-09-19,20,Tottenham,132591,3,False
Timo Werner,FWD,Chelsea,0,4.5,2021-09-25,90,Manchester City,126548,2,True
Timo Werner,FWD,Chelsea,1,16.8,2021-10-02,90,Southampton,126047,7,True
Timo Werner,FWD,Chelsea,0,2.0,2021-10-16,90,Brentford,182960,2,False
Timo Werner,FWD,Chelsea,0,0.0,2021-10-23,0,Norwich,150038,0,True
Timo Werner,FWD,Chelsea,0,0.0,2022-05-22,0,Watford,199024,0,True
Timo Werner,FWD,Chelsea,0,5.9,2022-05-07,90,Wolverhampton,362078,2,True
Timo Werner,FWD,Chelsea,0,0.0,2022-05-11,0,Leicester City,362078,0,False
