name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Fraser Forster,GK,Southampton,0,1,0,2022-02-25,90,Norwich,0,0,1,125711,6,True
Fraser Forster,GK,Southampton,0,0,2,2021-12-26,90,West Ham,0,0,2,53782,1,False
Fraser Forster,GK,Southampton,0,0,1,2022-01-11,90,Brentford,0,0,3,66708,3,True
Fraser Forster,GK,Southampton,3,0,1,2021-12-28,90,Tottenham,0,0,10,56619,8,True
Fraser Forster,GK,Southampton,0,0,3,2022-01-15,90,Wolverhampton,0,0,2,67379,1,False
Fraser Forster,GK,Southampton,0,0,0,2021-12-15,0,Crystal Palace,0,0,0,56667,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-08-14,0,Everton,0,0,0,81382,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-08-22,0,Manchester United,0,0,0,85946,0,True
Fraser Forster,GK,Southampton,0,0,0,2021-08-28,0,Newcastle United,0,0,0,83674,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-11-27,0,Liverpool,0,0,0,62913,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-10-30,0,Watford,0,0,0,64592,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-12-11,0,Arsenal,0,0,0,58493,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-11-20,0,Norwich,0,0,0,63435,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-12-04,0,Brighton,0,0,0,61352,0,True
Fraser Forster,GK,Southampton,0,0,0,2021-11-05,0,Aston Villa,0,0,0,63974,0,True
Fraser Forster,GK,Southampton,0,0,2,2022-02-09,90,Tottenham,0,0,2,69468,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-12-01,0,Leeds United,0,0,0,62530,0,True
Fraser Forster,GK,Southampton,1,0,1,2022-02-12,90,Manchester United,0,0,6,70310,5,False
Fraser Forster,GK,Southampton,0,0,1,2022-01-22,90,Manchester City,0,0,4,66974,3,True
Fraser Forster,GK,Southampton,0,0,1,2022-04-02,90,Leicester City,0,0,2,112835,2,False
Fraser Forster,GK,Southampton,0,0,2,2022-03-13,90,Watford,0,0,3,114343,2,True
Fraser Forster,GK,Southampton,0,0,6,2022-04-09,90,Chelsea,0,0,8,112917,1,True
Fraser Forster,GK,Southampton,0,1,0,2022-02-19,90,Everton,0,0,0,75824,6,True
Fraser Forster,GK,Southampton,0,0,4,2022-03-05,90,Aston Villa,0,0,5,120774,1,False
Fraser Forster,GK,Southampton,0,0,2,2022-03-10,90,Newcastle United,0,0,1,120774,1,True
Fraser Forster,GK,Southampton,0,0,2,2022-04-30,90,Crystal Palace,0,0,3,129882,2,True
Fraser Forster,GK,Southampton,0,0,2,2022-04-24,90,Brighton,0,0,4,122338,2,False
Fraser Forster,GK,Southampton,2,1,0,2022-04-16,90,Arsenal,0,0,6,116211,10,True
Fraser Forster,GK,Southampton,0,0,2,2022-04-21,90,Burnley,0,0,4,116211,2,False
Fraser Forster,GKP,Southampton,0,0,0,2022-05-17,0,Liverpool,0,0,0,112192,0,True
Fraser Forster,GK,Southampton,0,0,0,2021-09-11,0,West Ham,0,0,0,76666,0,True
Fraser Forster,GK,Southampton,0,0,0,2021-09-18,0,Manchester City,0,0,0,71914,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-09-26,0,Wolverhampton,0,0,0,69765,0,True
Fraser Forster,GK,Southampton,0,0,0,2021-10-02,0,Chelsea,0,0,0,67876,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-10-16,0,Leicester City,0,0,0,66065,0,True
Fraser Forster,GK,Southampton,0,0,0,2022-05-22,0,Leeds United,0,0,0,105912,0,False
Fraser Forster,GK,Southampton,0,0,0,2021-10-23,0,Burnley,0,0,0,64943,0,True
Fraser Forster,GK,Southampton,0,0,3,2022-05-07,90,Brentford,0,0,2,119965,1,False
