name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-12-19,0,Wolverhampton,0,7538,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-12-26,0,Aston Villa,0,7604,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-12-29,0,Brighton,0,7622,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-12-16,0,Everton,0,7298,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-08-22,0,Arsenal,0,4590,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-08-14,0,Crystal Palace,0,3636,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-08-28,0,Liverpool,0,4388,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-10-30,0,Newcastle United,0,7230,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-12-11,0,Leicester City,0,7295,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-11-28,0,Manchester United,0,7015,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-11-20,0,Leeds United,0,7099,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-11-06,0,Burnley,0,7132,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-12-01,0,Watford,0,7026,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-12-04,0,West Ham,0,7082,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-01-02,0,Liverpool,0,7680,0,True
Malang Sarr,DEF,Chelsea,0,0,1,2.7,2022-01-15,90,Manchester City,0,8946,2,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-01-18,0,Brighton,0,8946,0,False
Malang Sarr,DEF,Chelsea,0,1,0,1.7,2022-01-23,90,Tottenham,0,9330,6,True
Malang Sarr,DEF,Chelsea,2,1,0,0.6,2022-03-13,77,Newcastle United,0,14837,8,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-03-05,0,Burnley,0,17010,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-03-10,0,Norwich,0,17010,0,False
Malang Sarr,DEF,Chelsea,0,1,0,3.9,2022-02-19,73,Crystal Palace,0,11422,5,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-04-02,0,Brentford,0,15254,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-04-09,0,Southampton,0,14756,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-05-01,0,Everton,0,14636,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-04-24,0,West Ham,0,15262,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-04-28,0,Manchester United,0,15262,0,False
Malang Sarr,DEF,Chelsea,0,0,4,3.0,2022-04-20,90,Arsenal,0,14187,-1,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-09-11,0,Aston Villa,0,4769,0,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-09-19,0,Tottenham,0,4823,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-09-25,0,Manchester City,0,5057,0,True
Malang Sarr,DEF,Chelsea,0,0,1,0.0,2022-05-22,31,Watford,0,14484,1,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-10-02,0,Southampton,0,5254,0,True
Malang Sarr,DEF,Chelsea,2,1,0,3.9,2021-10-16,90,Brentford,0,5507,8,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2021-10-23,0,Norwich,0,7714,0,True
Malang Sarr,DEF,Chelsea,0,0,1,0.1,2022-05-07,3,Wolverhampton,0,14032,1,True
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-05-11,0,Leicester City,0,14032,0,False
Malang Sarr,DEF,Chelsea,0,0,0,0.0,2022-05-19,0,Leeds United,0,14044,0,True
