name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Alex Iwobi,MID,Everton,0,0,1,4.2,2022-02-26,87,Manchester City,14642,2,True
Alex Iwobi,MID,Everton,0,0,0,0.0,2022-01-02,0,Brighton,17715,0,True
Alex Iwobi,MID,Everton,0,0,0,0.0,2022-01-15,0,Norwich,14616,0,False
Alex Iwobi,MID,Everton,0,0,1,1.1,2021-12-16,90,Chelsea,14875,2,False
Alex Iwobi,MID,Everton,0,0,0,5.5,2021-08-14,20,Southampton,12093,4,True
Alex Iwobi,MID,Everton,2,0,2,8.8,2021-11-01,77,Wolverhampton,14271,9,False
Alex Iwobi,MID,Everton,0,0,0,5.1,2021-08-28,20,Brighton,17089,1,False
Alex Iwobi,MID,Everton,0,0,0,2.1,2021-12-06,3,Arsenal,15099,1,True
Alex Iwobi,MID,Everton,0,0,2,4.4,2021-08-21,74,Leicester City,18620,2,False
Alex Iwobi,MID,Everton,0,0,1,5.9,2021-11-28,90,Brentford,15414,2,False
Alex Iwobi,MID,Everton,0,0,0,0.0,2022-02-08,0,Newcastle United,14350,0,False
Alex Iwobi,MID,Everton,0,0,3,2.6,2021-11-21,73,Manchester City,14768,2,False
Alex Iwobi,MID,Everton,0,0,0,0.0,2021-12-12,0,Crystal Palace,15134,0,False
Alex Iwobi,MID,Everton,0,0,0,0.0,2021-11-07,0,Tottenham,14793,0,True
Alex Iwobi,MID,Everton,0,0,0,0.0,2021-12-01,0,Liverpool,15419,0,True
Alex Iwobi,MID,Everton,0,1,0,12.4,2022-02-12,90,Leicester City,14305,2,True
Alex Iwobi,MID,Everton,0,0,0,0.0,2022-01-22,0,Aston Villa,14318,0,True
Alex Iwobi,MID,Everton,0,0,0,0.0,2022-03-13,0,Wolverhampton,15089,0,True
Alex Iwobi,MID,Everton,2,1,0,6.4,2022-03-17,90,Newcastle United,15089,10,True
Alex Iwobi,MID,Everton,0,0,0,0.0,2022-03-07,0,Tottenham,14701,0,False
Alex Iwobi,MID,Everton,0,0,1,2.1,2022-02-19,64,Southampton,14573,2,False
Alex Iwobi,MID,Everton,0,0,2,6.0,2022-04-03,90,West Ham,20215,2,False
Alex Iwobi,MID,Everton,0,0,3,3.5,2022-04-06,90,Burnley,20215,2,False
Alex Iwobi,MID,Everton,0,1,0,2.5,2022-04-09,90,Manchester United,18587,3,True
Alex Iwobi,MID,Everton,0,0,1,5.4,2022-04-20,90,Leeds United,17838,2,True
Alex Iwobi,MID,Everton,0,0,2,4.0,2022-04-24,90,Liverpool,17316,2,False
Alex Iwobi,MID,Everton,0,1,0,2.5,2022-05-01,90,Chelsea,17437,3,True
Alex Iwobi,MID,Everton,0,0,3,3.3,2022-05-15,90,Brentford,33266,2,True
Alex Iwobi,MID,Everton,0,0,2,2.5,2022-05-19,90,Crystal Palace,33266,2,True
Alex Iwobi,MID,Everton,0,0,0,0.3,2021-09-13,2,Burnley,17308,1,True
Alex Iwobi,MID,Everton,0,0,3,1.5,2021-09-18,80,Aston Villa,17197,2,False
Alex Iwobi,MID,Everton,0,1,0,4.2,2021-09-25,88,Norwich,17747,3,True
Alex Iwobi,MID,Everton,0,0,5,0.0,2022-05-22,90,Arsenal,25047,2,False
Alex Iwobi,MID,Everton,0,0,0,0.0,2021-10-02,0,Manchester United,16284,0,False
Alex Iwobi,MID,Everton,0,0,1,4.6,2021-10-17,78,West Ham,14146,2,True
Alex Iwobi,MID,Everton,0,0,4,0.2,2021-10-23,13,Watford,14674,1,True
Alex Iwobi,MID,Everton,0,0,1,5.3,2022-05-08,90,Leeds United,19125,5,False
Alex Iwobi,MID,Everton,2,1,0,13.7,2022-05-11,90,Watford,19125,5,False
