name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-02-26,0,Newcastle United,900,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-01-02,0,Aston Villa,734,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-01-11,0,Southampton,734,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-03-20,0,Leeds United,940,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-01-16,0,Liverpool,810,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-01-19,0,Manchester United,810,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-12-26,0,Brighton,737,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-12-29,0,Manchester City,726,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-11-28,0,Everton,499,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-10-30,0,Burnley,392,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-12-10,0,Watford,661,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-12-05,0,Leicester City,578,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-02-09,0,Manchester City,833,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-11-06,0,Norwich,398,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-11-20,0,Newcastle United,516,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-04-02,0,Chelsea,951,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-04-10,0,West Ham,907,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-12-02,0,Tottenham,556,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-02-12,0,Crystal Palace,790,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-01-22,0,Wolverhampton,726,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-05-02,0,Manchester United,929,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-04-23,0,Tottenham,916,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-04-16,0,Watford,936,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-03-12,0,Burnley,942,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-02-19,0,Arsenal,849,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-03-05,0,Norwich,831,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-10-24,0,Leeds United,158,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2021-10-16,0,Chelsea,0,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-05-22,0,Leicester City,964,0,True
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-05-15,0,Everton,954,0,False
Paris Maghoma,MID,Brentford,0,0,0,0.0,2022-05-07,0,Southampton,941,0,True
