name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Lukasz Fabianski,GK,West Ham,0,0,3,2022-03-20,90,Tottenham,0,0,2,267138,1,False
Lukasz Fabianski,GK,West Ham,0,0,3,2021-12-26,90,Southampton,0,0,3,249058,2,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-12-28,90,Watford,0,0,4,256730,3,False
Lukasz Fabianski,GK,West Ham,3,0,2,2021-12-15,90,Arsenal,0,1,6,201881,11,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-08-15,90,Newcastle United,0,0,1,145096,1,False
Lukasz Fabianski,GK,West Ham,0,0,1,2021-10-31,90,Aston Villa,0,0,2,185675,2,False
Lukasz Fabianski,GK,West Ham,0,0,1,2021-08-23,90,Leeds United,0,0,0,151405,2,True
Lukasz Fabianski,GK,West Ham,0,0,2,2021-08-28,90,Crystal Palace,0,0,0,156599,1,True
Lukasz Fabianski,GK,West Ham,0,0,2,2021-11-28,90,Manchester City,0,0,6,192058,3,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-12-04,90,Chelsea,0,0,5,190502,2,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-11-20,90,Wolverhampton,0,0,4,198288,3,False
Lukasz Fabianski,GK,West Ham,0,1,0,2022-02-08,90,Watford,0,0,1,268009,6,True
Lukasz Fabianski,GK,West Ham,0,1,0,2021-12-12,90,Burnley,0,0,1,203788,6,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-11-07,90,Liverpool,0,0,3,183626,2,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-12-01,90,Brighton,0,0,2,195307,2,True
Lukasz Fabianski,GK,West Ham,0,0,2,2022-02-13,90,Leeds United,0,0,0,266409,1,False
Lukasz Fabianski,GK,West Ham,0,0,0,2022-01-22,0,Manchester United,0,0,0,301691,0,False
Lukasz Fabianski,GK,West Ham,0,0,1,2022-03-13,90,Aston Villa,0,0,6,235396,4,True
Lukasz Fabianski,GK,West Ham,0,0,1,2022-03-05,90,Liverpool,0,0,4,236895,3,False
Lukasz Fabianski,GK,West Ham,0,0,1,2022-02-19,90,Newcastle United,0,0,2,248611,2,True
Lukasz Fabianski,GK,West Ham,0,1,0,2022-02-27,90,Wolverhampton,0,0,1,252004,6,True
Lukasz Fabianski,GK,West Ham,0,0,2,2022-01-01,90,Crystal Palace,0,0,4,374502,2,False
Lukasz Fabianski,GK,West Ham,0,1,0,2022-01-12,90,Norwich,0,0,3,374502,7,True
Lukasz Fabianski,GK,West Ham,0,0,3,2022-01-16,90,Leicester City,0,0,2,297808,1,True
Lukasz Fabianski,GK,West Ham,0,0,2,2022-04-10,90,Brentford,0,0,5,256235,2,False
Lukasz Fabianski,GK,West Ham,0,1,0,2021-09-11,90,Southampton,0,0,2,159234,6,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-09-19,90,Manchester United,0,0,8,153344,3,True
Lukasz Fabianski,GK,West Ham,0,0,1,2022-04-03,90,Everton,0,0,1,256337,2,True
Lukasz Fabianski,GK,West Ham,0,0,1,2021-09-25,90,Leicester City,0,0,4,171616,3,False
Lukasz Fabianski,GK,West Ham,0,0,2,2021-10-03,90,Brentford,0,0,4,169808,2,True
Lukasz Fabianski,GK,West Ham,2,1,0,2021-10-24,90,Tottenham,0,0,4,162970,9,True
Lukasz Fabianski,GK,West Ham,0,1,0,2021-10-17,90,Everton,0,0,2,165377,6,False
Lukasz Fabianski,GK,West Ham,0,0,3,2022-05-22,90,Brighton,0,0,4,270639,2,False
Lukasz Fabianski,GK,West Ham,0,0,2,2022-05-01,90,Arsenal,0,0,5,242554,2,True
Lukasz Fabianski,GKP,West Ham,1,0,2,2022-05-15,90,Manchester City,0,1,7,232223,8,True
Lukasz Fabianski,GK,West Ham,0,1,0,2022-05-08,90,Norwich,0,0,2,234964,6,False
Lukasz Fabianski,GK,West Ham,3,0,1,2022-04-24,90,Chelsea,0,1,4,244297,11,False
Lukasz Fabianski,GK,West Ham,0,0,1,2022-04-17,90,Burnley,0,0,0,251867,1,True
