name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-12-26,0,Brentford,0,3238,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-12-29,0,Chelsea,0,3226,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-12-15,0,Wolverhampton,0,3313,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-08-14,0,Burnley,0,0,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-10-30,0,Liverpool,0,3705,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-08-28,0,Everton,0,5802,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-11-27,0,Leicester City,0,3471,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-08-21,0,Watford,0,2734,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-12-01,0,West Ham,0,3429,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-12-04,0,Southampton,0,3392,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-11-20,0,Aston Villa,0,3536,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-11-06,0,Newcastle United,0,3629,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-02-12,0,Watford,0,3107,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-02-15,0,Manchester United,0,3107,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-01-23,0,Leeds United,0,3143,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-03-12,0,Liverpool,0,3052,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-03-16,0,Tottenham,0,3052,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-02-19,0,Burnley,0,3084,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-03-05,0,Newcastle United,0,3059,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-02-26,0,Aston Villa,0,3064,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-01-02,0,Everton,0,3208,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-01-14,0,Crystal Palace,0,3156,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-01-18,0,Chelsea,0,3156,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-09-11,0,Brentford,0,5714,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-09-19,0,Leeds United,0,4812,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-05-22,0,West Ham,0,2976,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-09-27,0,Crystal Palace,0,4405,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-10-02,0,Arsenal,0,4144,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-10-23,0,Manchester City,0,3837,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2021-10-16,0,Norwich,0,3949,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-05-07,0,Manchester United,0,2992,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-04-09,0,Arsenal,0,3026,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-04-02,0,Norwich,0,3031,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-04-30,0,Wolverhampton,0,3001,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-04-24,0,Southampton,0,3004,0,True
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-04-16,0,Tottenham,0,3013,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-04-20,0,Manchester City,0,3013,0,False
Michal Karbownik,DEF,Brighton,0,0,0,0.0,2022-05-15,0,Leicester City,0,2986,0,False
