name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-03-20,0,Leeds United,0,109821,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-12-26,0,Brighton,0,159549,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-12-29,0,Manchester City,0,157285,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-02-26,0,Newcastle United,0,116336,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-08-13,0,Arsenal,0,90851,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-08-21,0,Crystal Palace,0,97274,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-08-28,0,Aston Villa,0,86748,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-01-02,0,Aston Villa,0,149132,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-01-11,0,Southampton,0,149132,0,False
Charlie Goode,DEF,Brentford,0,1,0,2.0,2021-11-28,90,Everton,0,157174,6,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-10-30,0,Burnley,0,169359,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-01-16,0,Liverpool,0,134579,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-01-19,0,Manchester United,0,134579,0,True
Charlie Goode,DEF,Brentford,0,0,1,5.2,2021-12-10,90,Watford,0,180512,1,True
Charlie Goode,DEF,Brentford,0,0,0,0.3,2021-11-20,10,Newcastle United,0,160906,1,False
Charlie Goode,DEF,Brentford,0,0,1,5.3,2021-11-06,78,Norwich,0,163532,1,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-02-09,0,Manchester City,0,127851,0,False
Charlie Goode,DEF,Brentford,0,0,2,1.1,2021-12-05,90,Leicester City,0,164729,0,False
Charlie Goode,DEF,Brentford,0,0,2,2.1,2021-12-02,90,Tottenham,0,161059,1,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-02-12,0,Crystal Palace,0,124672,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-01-22,0,Wolverhampton,0,133101,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-03-12,0,Burnley,0,111892,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-02-19,0,Arsenal,0,120012,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-03-05,0,Norwich,0,114136,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-04-02,0,Chelsea,0,109511,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-04-10,0,West Ham,0,108772,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-05-02,0,Manchester United,0,105958,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-04-23,0,Tottenham,0,106755,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-04-16,0,Watford,0,107603,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-09-11,0,Brighton,0,88974,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-09-18,0,Wolverhampton,0,150928,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-09-25,0,Liverpool,0,171188,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-10-03,0,West Ham,0,173609,0,False
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-10-16,0,Chelsea,0,172297,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-05-22,0,Leicester City,0,102735,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2021-10-24,0,Leeds United,0,169662,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-05-07,0,Southampton,0,104588,0,True
Charlie Goode,DEF,Brentford,0,0,0,0.0,2022-05-15,0,Everton,0,103693,0,False
