name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Richarlison de Andrade,FWD,Everton,0,0.0,2021-12-16,0,Chelsea,394200,0,False
Richarlison de Andrade,FWD,Everton,3,13.0,2021-08-14,88,Southampton,640325,11,True
Richarlison de Andrade,FWD,Everton,0,6.2,2021-11-01,90,Wolverhampton,374753,2,False
Richarlison de Andrade,FWD,Everton,0,3.6,2021-08-28,90,Brighton,1135090,1,False
Richarlison de Andrade,FWD,Everton,0,0.0,2021-12-12,57,Crystal Palace,425849,1,False
Richarlison de Andrade,FWD,Everton,0,4.8,2021-12-01,90,Liverpool,331869,5,True
Richarlison de Andrade,FWD,Everton,0,7.9,2021-08-21,90,Leicester City,1215805,2,False
Richarlison de Andrade,FWD,Everton,0,3.2,2022-03-13,90,Wolverhampton,510625,2,True
Richarlison de Andrade,FWD,Everton,0,0.0,2021-11-28,0,Brentford,335444,0,False
Richarlison de Andrade,FWD,Everton,3,14.0,2021-12-06,90,Arsenal,339487,9,True
Richarlison de Andrade,FWD,Everton,0,0.4,2021-11-21,90,Manchester City,371383,1,False
Richarlison de Andrade,FWD,Everton,0,4.0,2022-02-08,90,Newcastle United,430692,2,False
Richarlison de Andrade,FWD,Everton,0,1.1,2022-03-17,87,Newcastle United,510625,1,True
Richarlison de Andrade,FWD,Everton,0,3.7,2022-01-22,90,Aston Villa,329381,2,True
Richarlison de Andrade,FWD,Everton,0,1.9,2022-03-07,90,Tottenham,408578,2,False
Richarlison de Andrade,FWD,Everton,0,1.6,2021-11-07,90,Tottenham,375566,1,True
Richarlison de Andrade,FWD,Everton,0,9.8,2022-02-12,85,Leicester City,442705,5,True
Richarlison de Andrade,FWD,Everton,0,2.7,2022-02-19,90,Southampton,435956,2,False
Richarlison de Andrade,FWD,Everton,0,5.6,2022-02-26,90,Manchester City,417166,2,True
Richarlison de Andrade,FWD,Everton,0,0.0,2022-01-02,0,Brighton,311564,0,True
Richarlison de Andrade,FWD,Everton,2,9.8,2022-01-15,36,Norwich,303832,7,False
Richarlison de Andrade,FWD,Everton,0,8.0,2022-05-08,90,Leeds United,847845,5,False
Richarlison de Andrade,FWD,Everton,0,8.9,2022-05-11,90,Watford,847845,2,False
Richarlison de Andrade,FWD,Everton,0,2.9,2021-09-13,80,Burnley,964314,2,True
Richarlison de Andrade,FWD,Everton,0,0.0,2022-05-22,0,Arsenal,1098897,0,False
Richarlison de Andrade,FWD,Everton,0,10.5,2022-04-03,90,West Ham,570952,4,False
Richarlison de Andrade,FWD,Everton,0,0.0,2021-09-18,0,Aston Villa,974952,0,False
Richarlison de Andrade,FWD,Everton,3,25.0,2022-04-06,90,Burnley,570952,13,False
Richarlison de Andrade,FWD,Everton,0,4.3,2022-04-09,90,Manchester United,561051,2,True
Richarlison de Andrade,FWD,Everton,0,0.0,2021-09-25,0,Norwich,481911,0,True
Richarlison de Andrade,FWD,Everton,0,0.0,2021-10-02,0,Manchester United,373071,0,False
Richarlison de Andrade,FWD,Everton,0,0.0,2021-10-17,0,West Ham,335143,0,True
Richarlison de Andrade,FWD,Everton,0,7.7,2021-10-23,30,Watford,338072,4,True
Richarlison de Andrade,FWD,Everton,3,13.1,2022-05-15,90,Brentford,1414913,12,True
Richarlison de Andrade,FWD,Everton,1,8.5,2022-05-19,90,Crystal Palace,1414913,7,True
Richarlison de Andrade,FWD,Everton,2,8.0,2022-05-01,79,Chelsea,539803,8,True
Richarlison de Andrade,FWD,Everton,0,6.1,2022-04-24,90,Liverpool,513430,1,False
Richarlison de Andrade,FWD,Everton,2,7.6,2022-04-20,90,Leeds United,520313,7,True
