name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Alex McCarthy,GK,Southampton,0,0,0,2021-12-26,0,West Ham,0,0,0,203448,0,False
Alex McCarthy,GK,Southampton,0,0,0,2021-12-28,0,Tottenham,0,0,0,185496,0,True
Alex McCarthy,GK,Southampton,0,0,0,2021-12-15,0,Crystal Palace,0,0,0,261858,0,False
Alex McCarthy,GK,Southampton,0,0,1,2021-08-22,90,Manchester United,0,0,2,113162,2,True
Alex McCarthy,GK,Southampton,0,0,3,2021-08-14,90,Everton,0,0,3,105810,2,False
Alex McCarthy,GK,Southampton,0,0,4,2021-11-27,90,Liverpool,0,0,2,442082,0,False
Alex McCarthy,GK,Southampton,0,0,2,2021-08-28,90,Newcastle United,0,0,2,121899,1,False
Alex McCarthy,GK,Southampton,1,1,0,2021-10-30,90,Watford,0,0,3,235498,8,False
Alex McCarthy,GK,Southampton,0,0,0,2021-12-11,0,Arsenal,0,0,0,309141,0,False
Alex McCarthy,GK,Southampton,0,0,2,2021-11-20,90,Norwich,0,0,2,471755,1,False
Alex McCarthy,GK,Southampton,0,0,1,2021-12-04,90,Brighton,0,0,3,438635,3,True
Alex McCarthy,GK,Southampton,2,1,0,2021-11-05,90,Aston Villa,0,0,3,262420,9,True
Alex McCarthy,GK,Southampton,0,0,0,2022-02-09,0,Tottenham,0,0,0,142679,0,False
Alex McCarthy,GK,Southampton,0,0,2,2021-12-01,90,Leeds United,0,0,4,431841,2,True
Alex McCarthy,GK,Southampton,0,0,0,2022-02-12,0,Manchester United,0,0,0,134093,0,False
Alex McCarthy,GK,Southampton,0,0,0,2022-01-22,0,Manchester City,0,0,0,154100,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-02-25,0,Norwich,0,0,0,120738,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-01-11,0,Brentford,0,0,0,173169,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-03-13,0,Watford,0,0,0,113074,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-03-05,0,Aston Villa,0,0,0,116302,0,False
Alex McCarthy,GK,Southampton,0,0,0,2022-03-10,0,Newcastle United,0,0,0,116302,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-01-15,0,Wolverhampton,0,0,0,155679,0,False
Alex McCarthy,GK,Southampton,0,0,0,2022-02-19,0,Everton,0,0,0,125370,0,True
Alex McCarthy,GKP,Southampton,0,0,2,2022-05-17,90,Liverpool,0,0,3,104479,2,True
Alex McCarthy,GK,Southampton,0,0,0,2022-04-09,0,Chelsea,0,0,0,108572,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-04-02,0,Leicester City,0,0,0,109466,0,False
Alex McCarthy,GK,Southampton,0,1,0,2021-09-11,90,West Ham,0,0,3,118422,7,True
Alex McCarthy,GK,Southampton,0,1,0,2021-09-18,90,Manchester City,0,0,1,128732,6,False
Alex McCarthy,GK,Southampton,0,0,1,2021-09-26,90,Wolverhampton,0,0,2,164332,2,True
Alex McCarthy,GK,Southampton,0,0,3,2021-10-02,90,Chelsea,0,0,6,166586,3,False
Alex McCarthy,GK,Southampton,0,1,0,2021-10-16,90,Leicester City,0,0,0,186568,5,True
Alex McCarthy,GK,Southampton,0,0,4,2022-05-22,90,Leeds United,0,0,2,105831,0,False
Alex McCarthy,GK,Southampton,0,0,2,2021-10-23,90,Burnley,0,0,3,224080,2,True
Alex McCarthy,GK,Southampton,0,0,0,2022-04-30,0,Crystal Palace,0,0,0,106574,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-04-24,0,Brighton,0,0,0,107165,0,False
Alex McCarthy,GK,Southampton,0,0,0,2022-04-16,0,Arsenal,0,0,0,107879,0,True
Alex McCarthy,GK,Southampton,0,0,0,2022-04-21,0,Burnley,0,0,0,107879,0,False
Alex McCarthy,GK,Southampton,0,0,0,2022-05-07,0,Brentford,0,0,0,105295,0,False
