name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Vincent Angelini,GK,Watford,0,0,0,2021-12-28,0,West Ham,0,0,0,2599,0,True
Vincent Angelini,GK,Watford,0,0,0,2021-12-10,0,Brentford,0,0,0,0,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-02-08,0,West Ham,0,0,0,3150,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-02-12,0,Brighton,0,0,0,3118,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-01-21,0,Norwich,0,0,0,2658,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-02-05,0,Burnley,0,0,0,2658,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-02-26,0,Manchester United,0,0,0,3217,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-01-01,0,Tottenham,0,0,0,2665,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-01-15,0,Newcastle United,0,0,0,3250,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-03-13,0,Southampton,0,0,0,3142,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-02-19,0,Aston Villa,0,0,0,3390,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-02-23,0,Crystal Palace,0,0,0,3390,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-03-06,0,Arsenal,0,0,0,3065,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-03-10,0,Wolverhampton,0,0,0,3065,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-04-09,0,Leicester City,0,0,0,3247,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-04-02,0,Liverpool,0,0,0,3467,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-04-30,0,Burnley,0,0,0,3835,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-05-22,0,Chelsea,0,0,0,4120,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-04-23,0,Manchester City,0,0,0,3848,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-04-16,0,Brentford,0,0,0,3562,0,True
Vincent Angelini,GK,Watford,0,0,0,2022-05-07,0,Crystal Palace,0,0,0,4111,0,False
Vincent Angelini,GK,Watford,0,0,0,2022-05-11,0,Everton,0,0,0,4111,0,True
Vincent Angelini,GKP,Watford,0,0,0,2022-05-15,0,Leeds United,0,0,0,4578,0,True
