name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Ben White,DEF,Arsenal,0,0,1,1.0,2021-12-18,90,Leicester City,0,1172323,2,False
Ben White,DEF,Arsenal,1,1,0,2.0,2022-03-19,90,Aston Villa,0,1238095,7,False
Ben White,DEF,Arsenal,0,0,2,2.5,2022-01-01,90,Manchester City,0,1100532,1,True
Ben White,DEF,Arsenal,0,1,0,2.3,2021-12-26,90,Norwich,0,1184974,6,False
Ben White,DEF,Arsenal,0,1,0,1.8,2021-12-15,90,West Ham,0,1112055,6,True
Ben White,DEF,Arsenal,0,0,2,1.1,2021-08-13,90,Brentford,0,1716768,1,False
Ben White,DEF,Arsenal,0,1,0,2.6,2021-11-27,90,Newcastle United,0,1026027,6,True
Ben White,DEF,Arsenal,0,1,0,0.9,2021-10-30,90,Leeds United,0,976830,6,False
Ben White,DEF,Arsenal,0,0,0,0.0,2021-08-22,0,Chelsea,0,1557470,0,True
Ben White,DEF,Arsenal,0,0,0,0.0,2021-08-28,0,Manchester City,0,1121034,0,False
Ben White,DEF,Arsenal,0,1,0,1.9,2021-12-11,90,Southampton,0,1079009,6,True
Ben White,DEF,Arsenal,0,0,2,2.7,2021-12-06,90,Everton,0,1037822,1,False
Ben White,DEF,Arsenal,1,1,0,5.6,2022-02-10,90,Wolverhampton,0,1144596,7,False
Ben White,DEF,Arsenal,2,1,0,3.9,2021-11-07,90,Watford,0,1025411,8,True
Ben White,DEF,Arsenal,0,0,3,5.3,2021-12-02,90,Manchester United,0,1025891,1,False
Ben White,DEF,Arsenal,0,0,4,2.6,2021-11-20,90,Liverpool,0,1029442,0,False
Ben White,DEF,Arsenal,2,1,0,4.6,2022-01-23,90,Burnley,0,1118211,8,True
Ben White,DEF,Arsenal,0,0,2,2.1,2022-04-09,90,Brighton,0,1397799,1,True
Ben White,DEF,Arsenal,0,0,3,1.2,2022-04-04,90,Crystal Palace,0,1309305,1,False
Ben White,DEF,Arsenal,1,1,0,4.0,2022-03-13,90,Leeds United,0,1210247,7,True
Ben White,DEF,Arsenal,0,0,2,1.8,2022-03-16,90,Liverpool,0,1210247,1,True
Ben White,DEF,Arsenal,0,0,0,0.0,2022-05-01,0,West Ham,0,1417583,0,False
Ben White,DEF,Arsenal,0,0,1,1.1,2022-04-23,90,Manchester United,0,1418228,2,True
Ben White,DEF,Arsenal,0,0,1,5.7,2022-02-19,90,Brentford,0,1261366,2,True
Ben White,DEF,Arsenal,0,0,2,4.9,2022-03-06,90,Watford,0,1148879,1,False
Ben White,DEF,Arsenal,0,0,1,3.3,2022-02-24,90,Wolverhampton,0,1261366,2,True
Ben White,DEF,Arsenal,0,0,1,2.5,2022-04-16,90,Southampton,0,1477756,1,False
Ben White,DEF,Arsenal,0,0,2,1.8,2022-04-20,90,Chelsea,0,1477756,1,False
Ben White,DEF,Arsenal,0,1,0,4.3,2021-09-11,90,Norwich,0,955219,5,True
Ben White,DEF,Arsenal,1,1,0,2.4,2021-09-18,90,Burnley,0,961945,7,False
Ben White,DEF,Arsenal,0,0,1,1.4,2021-09-26,90,Tottenham,0,975074,2,True
Ben White,DEF,Arsenal,0,0,1,2.1,2021-10-22,90,Aston Villa,0,1064105,2,True
Ben White,DEF,Arsenal,1,1,0,4.3,2021-10-02,90,Brighton,0,1005840,7,False
Ben White,DEF,Arsenal,0,0,2,5.0,2021-10-18,90,Crystal Palace,0,1080390,1,True
Ben White,DEF,Arsenal,0,0,0,0.0,2022-05-22,0,Everton,0,1118358,0,True
Ben White,DEF,Arsenal,0,0,2,3.8,2022-05-16,90,Newcastle United,1,1098013,-2,False
Ben White,DEF,Arsenal,0,0,0,0.0,2022-05-08,0,Leicester City,0,1181975,0,True
Ben White,DEF,Arsenal,0,0,0,0.0,2022-05-12,0,Tottenham,0,1181975,0,False
