name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Tom Heaton,GK,Man Utd,0,0,0,2022-02-26,0,Watford,0,0,0,65937,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-01-03,0,Wolverhampton,0,0,0,55739,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-01-15,0,Aston Villa,0,0,0,62961,0,False
Tom Heaton,GK,Man Utd,0,0,0,2022-01-19,0,Brentford,0,0,0,62961,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-12-27,0,Newcastle United,0,0,0,42860,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-12-30,0,Burnley,0,0,0,42135,0,True
Tom Heaton,GK,Man Utd,0,0,0,2021-08-22,0,Southampton,0,0,0,35261,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-08-14,0,Leicester City,0,0,0,25705,0,True
Tom Heaton,GK,Man Utd,0,0,0,2021-11-28,0,Chelsea,0,0,0,42431,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-08-29,0,Wolverhampton,0,0,0,40901,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-12-11,0,Norwich,0,0,0,42313,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-10-30,0,Tottenham,0,0,0,43396,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-11-20,0,Watford,0,0,0,42659,0,False
Tom Heaton,GK,Man Utd,0,0,0,2022-02-08,0,Burnley,0,0,0,62262,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-11-06,0,Manchester City,0,0,0,43390,0,True
Tom Heaton,GK,Man Utd,0,0,0,2021-12-05,0,Crystal Palace,0,0,0,42407,0,True
Tom Heaton,GK,Man Utd,0,0,0,2021-12-02,0,Arsenal,0,0,0,42318,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-04-02,0,Leeds United,0,0,0,67355,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-04-09,0,Everton,0,0,0,67841,0,False
Tom Heaton,GK,Man Utd,0,0,0,2022-02-12,0,Southampton,0,0,0,62845,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-02-15,0,Brighton,0,0,0,62845,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-01-22,0,West Ham,0,0,0,60064,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-05-02,0,Brentford,0,0,0,69388,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-04-23,0,Arsenal,0,0,0,69301,0,False
Tom Heaton,GK,Man Utd,0,0,0,2022-04-28,0,Chelsea,0,0,0,69301,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-04-16,0,Norwich,0,0,0,68427,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-04-19,0,Liverpool,0,0,0,68427,0,False
Tom Heaton,GK,Man Utd,0,0,0,2022-03-12,0,Tottenham,0,0,0,69197,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-03-06,0,Manchester City,0,0,0,63713,0,False
Tom Heaton,GK,Man Utd,0,0,0,2022-02-20,0,Leicester City,0,0,0,64777,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-09-11,0,Newcastle United,0,0,0,46382,0,True
Tom Heaton,GK,Man Utd,0,0,0,2021-09-19,0,West Ham,0,0,0,45640,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-09-25,0,Aston Villa,0,0,0,44184,0,True
Tom Heaton,GK,Man Utd,0,0,0,2021-10-02,0,Everton,0,0,0,44106,0,True
Tom Heaton,GK,Man Utd,0,0,0,2021-10-16,0,Leeds United,0,0,0,44103,0,False
Tom Heaton,GK,Man Utd,0,0,0,2021-10-24,0,Liverpool,0,0,0,43806,0,True
Tom Heaton,GK,Man Utd,0,0,0,2022-05-22,0,Crystal Palace,0,0,0,73865,0,False
Tom Heaton,GK,Man Utd,0,0,0,2022-05-07,0,Brighton,0,0,0,71772,0,False
