name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-03-20,0,Leeds United,47831,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2021-12-26,0,Brighton,44560,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2021-12-29,0,Manchester City,35162,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2021-12-10,0,Watford,3358,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2021-12-05,0,Leicester City,0,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-02-09,0,Manchester City,26096,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-02-26,0,Newcastle United,39602,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-01-02,0,Aston Villa,27014,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-01-11,0,Southampton,27014,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-02-12,0,Crystal Palace,30518,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-01-16,0,Liverpool,26947,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-01-19,0,Manchester United,26947,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-01-22,0,Wolverhampton,23738,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-03-12,0,Burnley,54929,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-02-19,0,Arsenal,35847,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-03-05,0,Norwich,32903,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-04-10,0,West Ham,62902,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-04-02,0,Chelsea,62991,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-05-02,0,Manchester United,88245,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-04-23,0,Tottenham,84153,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-04-16,0,Watford,74347,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-05-22,0,Leicester City,102713,0,True
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-05-15,0,Everton,94009,0,False
Nathan Young-Coombes,FWD,Brentford,0,0.0,2022-05-07,3,Southampton,103385,1,True
