name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Reece James,DEF,Chelsea,0,1,0,3.1,2021-12-19,90,Wolverhampton,0,3278831,6,False
Reece James,DEF,Chelsea,3,0,1,12.6,2021-12-16,90,Everton,0,3126030,8,True
Reece James,DEF,Chelsea,0,0,1,2.8,2021-12-26,90,Aston Villa,1,3337655,0,False
Reece James,DEF,Chelsea,0,0,0,2.0,2021-12-29,26,Brighton,0,3213978,1,True
Reece James,DEF,Chelsea,3,1,0,18.1,2021-10-30,90,Newcastle United,0,632772,21,False
Reece James,DEF,Chelsea,0,0,1,2.4,2021-08-28,47,Liverpool,0,833445,1,False
Reece James,DEF,Chelsea,3,1,0,19.4,2021-08-22,90,Arsenal,0,430073,18,False
Reece James,DEF,Chelsea,0,0,2,5.5,2021-12-11,90,Leicester City,0,3162777,0,True
Reece James,DEF,Chelsea,0,0,0,0.6,2021-08-14,23,Crystal Palace,0,465500,1,True
Reece James,DEF,Chelsea,3,1,0,7.4,2021-11-20,90,Leeds United,0,2091478,12,False
Reece James,DEF,Chelsea,3,0,1,15.2,2021-11-06,90,Burnley,0,1613162,7,True
Reece James,DEF,Chelsea,0,0,1,3.7,2021-11-28,90,Manchester United,0,2905652,1,True
Reece James,DEF,Chelsea,0,0,0,0.0,2021-12-01,0,Watford,0,3096922,0,False
Reece James,DEF,Chelsea,0,0,3,5.6,2021-12-04,90,West Ham,0,2986283,0,False
Reece James,DEF,Chelsea,0,0,0,0.0,2022-01-23,0,Tottenham,0,1256996,0,True
Reece James,DEF,Chelsea,0,0,0,0.0,2022-03-13,0,Newcastle United,0,1141349,0,True
Reece James,DEF,Chelsea,3,1,0,11.8,2022-03-05,69,Burnley,0,1224297,18,False
Reece James,DEF,Chelsea,0,0,0,0.0,2022-03-10,0,Norwich,0,1224297,0,False
Reece James,DEF,Chelsea,0,0,0,0.0,2022-02-19,0,Crystal Palace,0,930342,0,False
Reece James,DEF,Chelsea,2,0,1,13.0,2022-05-19,90,Leeds United,0,1556950,7,True
Reece James,DEF,Chelsea,0,0,0,0.0,2021-09-11,0,Aston Villa,0,542544,0,True
Reece James,DEF,Chelsea,2,0,1,0.0,2022-05-22,90,Watford,0,1780503,7,True
Reece James,DEF,Chelsea,0,0,0,0.0,2021-09-19,0,Tottenham,0,628803,0,False
Reece James,DEF,Chelsea,0,0,2,3.3,2022-05-07,90,Wolverhampton,0,1629242,1,True
Reece James,DEF,Chelsea,3,1,0,11.4,2022-05-11,77,Leicester City,0,1629242,12,False
Reece James,DEF,Chelsea,0,0,0,0.0,2021-09-25,28,Manchester City,0,612367,1,True
Reece James,DEF,Chelsea,0,0,0,0.0,2022-01-02,0,Liverpool,0,2073555,0,True
Reece James,DEF,Chelsea,0,0,0,0.0,2021-10-02,0,Southampton,0,445104,0,True
Reece James,DEF,Chelsea,0,0,0,0.0,2021-10-16,1,Brentford,0,424380,1,False
Reece James,DEF,Chelsea,1,1,0,9.2,2021-10-23,90,Norwich,0,445924,13,True
Reece James,DEF,Chelsea,0,0,0,0.0,2022-01-15,0,Manchester City,0,1449580,0,False
Reece James,DEF,Chelsea,0,0,0,0.0,2022-01-18,0,Brighton,0,1449580,0,False
Reece James,DEF,Chelsea,0,0,0,1.0,2022-04-09,27,Southampton,0,1305054,1,False
Reece James,DEF,Chelsea,0,0,2,1.9,2022-04-02,35,Brentford,0,1222150,0,True
Reece James,DEF,Chelsea,0,0,1,5.5,2022-05-01,90,Everton,0,1601870,2,False
Reece James,DEF,Chelsea,0,0,0,0.0,2022-04-24,0,West Ham,0,1619877,0,True
Reece James,DEF,Chelsea,0,0,1,14.3,2022-04-28,90,Manchester United,0,1619877,2,False
Reece James,DEF,Chelsea,0,0,4,1.7,2022-04-20,90,Arsenal,0,1271277,0,True
