name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Keinan Davis,FWD,Aston Villa,0,0.0,2021-10-31,0,West Ham,167472,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-03-13,0,West Ham,144335,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-08-28,0,Brentford,146531,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2021-08-14,0,Watford,169789,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-12-14,0,Norwich,267326,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-03-19,0,Arsenal,139143,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2021-12-11,0,Liverpool,280135,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-12-01,0,Manchester City,270084,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-02-19,0,Watford,158510,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-01-22,0,Everton,178454,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-03-05,0,Southampton,147115,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2021-12-26,0,Chelsea,231277,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2021-08-21,0,Newcastle United,160965,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2021-11-27,0,Crystal Palace,259053,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-11-20,0,Brighton,236157,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-02-13,0,Newcastle United,165971,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-03-10,0,Leicester City,147115,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-12-05,0,Leeds United,291066,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-02-09,0,Leicester City,170619,0,True
Keinan Davis,FWD,Aston Villa,0,0.1,2021-11-05,11,Southampton,196279,1,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-02-26,0,Brighton,149782,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-01-02,0,Brentford,226182,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-05-07,0,Burnley,133267,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-05-10,0,Liverpool,133267,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-01-15,0,Manchester United,181700,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-05-22,0,Manchester City,129785,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-09-11,0,Chelsea,121347,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-09-18,0,Everton,115711,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2021-09-25,0,Manchester United,108332,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-10-03,0,Tottenham,105984,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2021-10-16,0,Wolverhampton,129909,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2021-10-22,0,Arsenal,149750,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-04-09,0,Tottenham,139905,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-04-02,0,Wolverhampton,140824,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-04-30,0,Norwich,135514,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-04-23,0,Leeds United,137009,0,False
Keinan Davis,FWD,Aston Villa,0,0.0,2022-05-15,0,Crystal Palace,131257,0,True
Keinan Davis,FWD,Aston Villa,0,0.0,2022-05-19,0,Burnley,131257,0,True
