name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-12-30,0,Manchester United,0,7990,0,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-08-14,0,Brighton,0,7002,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-08-21,0,Liverpool,0,7479,0,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-10-30,0,Brentford,0,8370,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-08-29,0,Leicester City,0,7170,0,True
Nathan Collins,DEF,Burnley,0,0,1,2.5,2021-12-04,90,Newcastle United,0,7701,1,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-02-08,0,Manchester United,0,7234,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-11-20,0,Crystal Palace,0,7685,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-12-12,0,West Ham,0,7933,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-11-06,0,Chelsea,0,7922,0,False
Nathan Collins,DEF,Burnley,0,1,0,4.3,2021-12-01,90,Wolverhampton,0,7321,6,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-02-13,0,Liverpool,0,7186,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-01-23,0,Arsenal,0,7292,0,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-02-05,0,Watford,0,7292,0,True
Nathan Collins,DEF,Burnley,0,0,2,0.9,2022-03-12,90,Brentford,0,7674,-2,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-02-26,0,Crystal Palace,0,7942,0,False
Nathan Collins,DEF,Burnley,0,0,2,4.8,2022-03-01,50,Leeds United,0,7942,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-01-02,0,Leicester City,0,7869,0,False
Nathan Collins,DEF,Burnley,0,0,4,3.1,2022-03-05,90,Chelsea,0,7523,0,True
Nathan Collins,DEF,Burnley,0,1,0,0.7,2022-02-19,90,Brighton,0,7227,6,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-02-23,0,Tottenham,0,7227,0,True
Nathan Collins,DEF,Burnley,0,0,2,3.9,2022-04-10,90,Norwich,0,8807,1,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2022-04-02,0,Manchester City,0,7044,0,True
Nathan Collins,DEF,Burnley,0,0,2,9.2,2022-04-06,90,Everton,0,7044,7,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-09-13,0,Everton,0,6390,0,False
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-09-18,0,Arsenal,0,5688,0,True
Nathan Collins,DEF,Burnley,0,0,0,0.0,2021-09-25,0,Leeds United,0,5587,0,False
Nathan Collins,DEF,Burnley,0,1,0,4.8,2021-10-02,90,Norwich,0,5544,6,True
Nathan Collins,DEF,Burnley,0,0,2,3.2,2021-10-23,90,Southampton,0,7242,1,False
Nathan Collins,DEF,Burnley,0,0,2,3.7,2021-10-16,90,Manchester City,0,6587,1,False
Nathan Collins,DEF,Burnley,0,0,2,0.0,2022-05-22,90,Newcastle United,0,44451,1,True
Nathan Collins,DEF,Burnley,0,0,1,6.2,2022-04-30,90,Watford,0,37452,1,False
Nathan Collins,DEF,Burnley,0,1,0,2.2,2022-04-24,90,Wolverhampton,0,17735,6,True
Nathan Collins,DEF,Burnley,0,0,1,2.2,2022-04-17,90,West Ham,0,12108,2,False
Nathan Collins,DEF,Burnley,1,1,0,10.4,2022-04-21,90,Southampton,0,12108,13,True
Nathan Collins,DEF,Burnley,0,0,3,5.1,2022-05-07,90,Aston Villa,0,43603,1,True
Nathan Collins,DEF,Burnley,0,0,1,4.9,2022-05-15,90,Tottenham,0,46669,2,False
Nathan Collins,DEF,Burnley,0,0,1,1.6,2022-05-19,90,Aston Villa,0,46669,2,False
