name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2021-12-18,0,Arsenal,99837,0,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-03-18,0,Wolverhampton,83003,0,False
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2021-12-14,0,Manchester City,104645,0,False
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2021-08-14,0,Manchester United,161941,0,False
Kalvin Phillips,MID,Leeds,0,0,2,5.0,2021-08-21,90,Everton,169560,2,True
Kalvin Phillips,MID,Leeds,0,0,1,4.9,2021-10-31,90,Norwich,121814,5,False
Kalvin Phillips,MID,Leeds,0,0,1,3.4,2021-08-29,90,Burnley,165554,1,False
Kalvin Phillips,MID,Leeds,0,0,0,0.7,2021-11-27,45,Brighton,125543,1,False
Kalvin Phillips,MID,Leeds,0,0,1,0.7,2021-12-05,54,Brentford,125643,1,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-02-09,0,Aston Villa,86419,0,False
Kalvin Phillips,MID,Leeds,0,0,2,4.4,2021-11-21,90,Tottenham,124398,1,False
Kalvin Phillips,MID,Leeds,0,0,1,6.0,2021-11-07,90,Leeds United,123235,2,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2021-12-11,0,Chelsea,113870,0,False
Kalvin Phillips,MID,Leeds,0,1,0,4.0,2021-11-30,90,Crystal Palace,125820,3,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-02-12,0,Everton,85755,0,False
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-01-22,0,Newcastle United,87943,0,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-03-13,0,Norwich,82900,0,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-03-05,0,Leeds United,83554,0,False
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-03-10,0,Aston Villa,83554,0,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-02-20,0,Manchester United,84850,0,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-02-23,0,Liverpool,84850,0,False
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-02-26,0,Tottenham,84035,0,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-01-02,0,Burnley,92614,0,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2022-01-16,0,West Ham,89251,0,False
Kalvin Phillips,MID,Leeds,0,0,1,3.4,2022-05-15,90,Brighton,85119,2,True
Kalvin Phillips,MID,Leeds,0,0,3,2.7,2021-09-12,90,Liverpool,157564,2,True
Kalvin Phillips,MID,Leeds,0,0,1,1.7,2021-09-17,90,Newcastle United,159244,2,False
Kalvin Phillips,MID,Leeds,0,0,2,0.9,2021-09-25,90,West Ham,155512,2,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2021-10-23,0,Wolverhampton,124168,0,True
Kalvin Phillips,MID,Leeds,0,1,0,1.2,2021-10-02,90,Watford,154118,3,True
Kalvin Phillips,MID,Leeds,0,0,0,0.0,2021-10-16,0,Southampton,139132,0,False
Kalvin Phillips,MID,Leeds,1,0,1,0.0,2022-05-22,90,Brentford,85763,2,False
Kalvin Phillips,MID,Leeds,0,0,0,1.6,2022-04-09,31,Watford,83443,1,False
Kalvin Phillips,MID,Leeds,0,0,0,0.9,2022-04-02,24,Southampton,83165,1,True
Kalvin Phillips,MID,Leeds,0,0,2,2.5,2022-05-08,90,Arsenal,84694,2,False
Kalvin Phillips,MID,Leeds,0,0,3,1.2,2022-05-11,90,Chelsea,84694,1,True
Kalvin Phillips,MID,Leeds,0,0,4,2.3,2022-04-30,90,Manchester City,83792,2,True
Kalvin Phillips,MID,Leeds,0,1,0,1.3,2022-04-25,90,Crystal Palace,83646,3,False
