name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
N'Golo Kanté,MID,Chelsea,1,0,2,7.9,2022-01-02,90,Liverpool,195690,6,True
N'Golo Kanté,MID,Chelsea,0,0,1,1.8,2022-01-15,90,Manchester City,203864,2,False
N'Golo Kanté,MID,Chelsea,0,0,1,5.4,2022-01-18,90,Brighton,203864,5,False
N'Golo Kanté,MID,Chelsea,0,1,0,6.3,2021-12-19,90,Wolverhampton,194729,3,False
N'Golo Kanté,MID,Chelsea,0,0,1,1.9,2021-12-26,62,Aston Villa,201258,2,False
N'Golo Kanté,MID,Chelsea,0,0,1,0.7,2021-12-29,23,Brighton,194217,1,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-12-16,0,Everton,188372,0,True
N'Golo Kanté,MID,Chelsea,0,1,0,5.6,2022-04-09,90,Southampton,224302,6,False
N'Golo Kanté,MID,Chelsea,0,0,3,7.8,2022-04-02,64,Brentford,222826,5,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.9,2021-08-22,18,Arsenal,259685,1,False
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-08-14,0,Crystal Palace,316399,0,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-11-28,0,Manchester United,237471,0,True
N'Golo Kanté,MID,Chelsea,0,0,1,2.1,2021-08-28,45,Liverpool,269280,1,False
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-12-11,0,Leicester City,196031,0,True
N'Golo Kanté,MID,Chelsea,0,1,0,2.7,2021-10-30,63,Newcastle United,220682,2,False
N'Golo Kanté,MID,Chelsea,0,0,1,2.3,2022-05-19,71,Leeds United,221912,1,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-12-01,0,Watford,225336,0,False
N'Golo Kanté,MID,Chelsea,0,0,1,2.7,2021-11-06,84,Burnley,221208,2,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2022-05-01,0,Everton,253322,0,False
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-12-04,0,West Ham,211355,0,False
N'Golo Kanté,MID,Chelsea,1,1,0,9.4,2021-11-20,90,Leeds United,225828,9,False
N'Golo Kanté,MID,Chelsea,0,1,0,6.4,2022-04-24,90,West Ham,251209,3,True
N'Golo Kanté,MID,Chelsea,0,0,1,8.4,2022-04-28,81,Manchester United,251209,2,False
N'Golo Kanté,MID,Chelsea,0,0,4,2.3,2022-04-20,90,Arsenal,229359,2,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.7,2022-01-23,17,Tottenham,209571,1,True
N'Golo Kanté,MID,Chelsea,0,1,0,3.4,2022-03-13,90,Newcastle United,221095,3,True
N'Golo Kanté,MID,Chelsea,0,1,0,5.4,2022-03-05,69,Burnley,218329,3,False
N'Golo Kanté,MID,Chelsea,0,0,0,3.3,2022-03-10,5,Norwich,218329,4,False
N'Golo Kanté,MID,Chelsea,0,1,0,4.8,2022-02-19,73,Crystal Palace,209456,3,False
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-09-11,0,Aston Villa,224868,0,True
N'Golo Kanté,MID,Chelsea,0,0,0,6.8,2021-09-19,45,Tottenham,207259,6,False
N'Golo Kanté,MID,Chelsea,0,0,1,1.1,2021-09-25,59,Manchester City,262256,1,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-10-02,0,Southampton,227891,0,True
N'Golo Kanté,MID,Chelsea,0,1,0,3.5,2021-10-16,90,Brentford,209502,3,False
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2021-10-23,0,Norwich,225384,0,True
N'Golo Kanté,MID,Chelsea,0,0,1,0.0,2022-05-22,90,Watford,223561,2,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2022-05-07,0,Wolverhampton,230932,0,True
N'Golo Kanté,MID,Chelsea,0,0,0,0.0,2022-05-11,0,Leicester City,230932,0,False
