name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Robert Sánchez,GK,Brighton,2,1,0,2021-12-26,90,Brentford,0,0,5,1536739,9,True
Robert Sánchez,GK,Brighton,0,0,1,2021-12-29,90,Chelsea,0,0,4,1576097,3,False
Robert Sánchez,GK,Brighton,0,0,1,2021-12-15,90,Wolverhampton,0,0,4,1595544,3,True
Robert Sánchez,GK,Brighton,0,0,1,2021-08-14,90,Burnley,0,0,2,1701303,2,False
Robert Sánchez,GK,Brighton,0,0,2,2021-10-30,90,Liverpool,0,0,1,1991624,1,False
Robert Sánchez,GK,Brighton,0,0,2,2021-08-28,90,Everton,0,0,3,1839826,2,True
Robert Sánchez,GK,Brighton,0,0,1,2021-12-04,90,Southampton,0,0,3,1674209,3,False
Robert Sánchez,GK,Brighton,1,1,0,2021-11-27,90,Leicester City,0,0,4,1646164,8,True
Robert Sánchez,GK,Brighton,0,1,0,2021-08-21,90,Watford,0,0,1,1781897,6,True
Robert Sánchez,GK,Brighton,0,0,0,2021-11-20,0,Aston Villa,0,0,0,1656569,0,False
Robert Sánchez,GK,Brighton,0,0,1,2021-11-06,90,Newcastle United,0,0,1,2009136,-1,True
Robert Sánchez,GK,Brighton,1,0,1,2021-12-01,90,West Ham,0,0,4,1652925,4,False
Robert Sánchez,GK,Brighton,0,1,0,2022-02-12,90,Watford,0,0,1,1648606,6,False
Robert Sánchez,GK,Brighton,0,0,2,2022-02-15,90,Manchester United,0,0,5,1648606,2,False
Robert Sánchez,GK,Brighton,1,0,1,2022-01-23,90,Leeds United,0,0,4,1629926,4,False
Robert Sánchez,GK,Brighton,0,0,2,2022-02-26,90,Aston Villa,0,0,2,1526464,1,True
Robert Sánchez,GK,Brighton,0,0,2,2022-03-12,90,Liverpool,0,0,7,1475596,3,True
Robert Sánchez,GK,Brighton,0,0,2,2022-03-16,90,Tottenham,0,0,5,1475596,2,True
Robert Sánchez,GK,Brighton,0,0,2,2022-01-02,90,Everton,0,0,4,1588356,2,False
Robert Sánchez,GK,Brighton,0,0,1,2022-01-14,90,Crystal Palace,0,0,1,1635716,2,True
Robert Sánchez,GK,Brighton,0,0,1,2022-01-18,90,Chelsea,0,0,2,1635716,2,True
Robert Sánchez,GK,Brighton,0,0,2,2022-03-05,90,Newcastle United,0,0,2,1487456,1,False
Robert Sánchez,GK,Brighton,0,0,3,2022-02-19,90,Burnley,0,0,1,1567542,1,True
Robert Sánchez,GK,Brighton,0,1,0,2022-04-02,90,Norwich,0,0,0,1466688,6,True
Robert Sánchez,GK,Brighton,0,0,1,2022-04-09,90,Arsenal,0,0,3,1450070,2,False
Robert Sánchez,GK,Brighton,0,1,0,2022-04-30,90,Wolverhampton,0,0,1,1390694,6,False
Robert Sánchez,GK,Brighton,0,1,0,2021-09-11,90,Brentford,0,0,1,1994204,6,False
Robert Sánchez,GK,Brighton,0,0,2,2022-04-24,90,Southampton,0,0,3,1418447,2,True
Robert Sánchez,GK,Brighton,0,1,0,2022-04-16,90,Tottenham,0,0,0,1412519,6,False
Robert Sánchez,GK,Brighton,0,0,3,2022-04-20,90,Manchester City,0,0,2,1412519,1,False
Robert Sánchez,GK,Brighton,0,0,1,2021-09-19,90,Leeds United,0,0,2,2081580,1,True
Robert Sánchez,GK,Brighton,1,0,1,2021-09-27,90,Crystal Palace,0,0,2,2113031,2,False
Robert Sánchez,GK,Brighton,0,0,1,2022-05-22,90,West Ham,0,0,1,1323292,2,True
Robert Sánchez,GK,Brighton,0,1,0,2021-10-02,90,Arsenal,0,0,2,2014794,6,True
Robert Sánchez,GK,Brighton,0,1,0,2021-10-16,90,Norwich,0,0,2,2016052,6,False
Robert Sánchez,GK,Brighton,2,0,4,2021-10-23,90,Manchester City,0,0,8,1960211,4,True
Robert Sánchez,GK,Brighton,0,1,0,2022-05-07,90,Manchester United,0,0,5,1316113,7,True
Robert Sánchez,GKP,Brighton,0,0,1,2022-05-15,90,Leicester City,0,0,3,1319412,3,False
