name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2022-02-26,0,Watford,0,524569,0,True
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2022-01-03,0,Wolverhampton,0,477562,0,True
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2022-01-15,0,Aston Villa,0,437914,0,False
Harry Maguire,DEF,Man Utd,0,0,1,1.2,2022-01-19,19,Brentford,0,437914,1,False
Harry Maguire,DEF,Man Utd,0,0,1,2.5,2021-12-27,90,Newcastle United,0,491511,1,False
Harry Maguire,DEF,Man Utd,0,0,1,1.5,2021-12-30,90,Burnley,0,468259,2,True
Harry Maguire,DEF,Man Utd,0,0,1,1.5,2021-08-14,90,Leicester City,0,842854,2,True
Harry Maguire,DEF,Man Utd,0,0,1,2.1,2021-08-22,90,Southampton,0,925801,1,False
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2021-11-28,0,Chelsea,0,404818,0,False
Harry Maguire,DEF,Man Utd,1,1,0,5.0,2021-08-29,90,Wolverhampton,0,873199,7,False
Harry Maguire,DEF,Man Utd,0,1,0,2.0,2021-10-30,90,Tottenham,0,464342,5,False
Harry Maguire,DEF,Man Utd,0,1,0,4.1,2021-12-11,90,Norwich,0,443878,6,False
Harry Maguire,DEF,Man Utd,0,0,4,1.8,2021-11-20,68,Watford,0,454605,-3,False
Harry Maguire,DEF,Man Utd,1,1,0,4.0,2021-12-05,90,Crystal Palace,0,408354,7,True
Harry Maguire,DEF,Man Utd,0,0,2,2.3,2021-11-06,90,Manchester City,0,458375,1,True
Harry Maguire,DEF,Man Utd,0,0,1,1.2,2022-02-08,90,Burnley,0,443872,1,False
Harry Maguire,DEF,Man Utd,0,0,2,3.4,2021-12-02,90,Arsenal,0,401476,1,True
Harry Maguire,DEF,Man Utd,0,1,0,2.1,2022-01-22,90,West Ham,0,433674,5,True
Harry Maguire,DEF,Man Utd,0,0,1,7.5,2022-02-12,90,Southampton,0,460210,2,True
Harry Maguire,DEF,Man Utd,1,1,0,3.9,2022-02-15,90,Brighton,0,460210,7,True
Harry Maguire,DEF,Man Utd,0,0,1,4.7,2022-04-02,90,Leeds United,0,412202,2,True
Harry Maguire,DEF,Man Utd,0,0,1,8.6,2022-04-09,90,Everton,0,418805,2,False
Harry Maguire,DEF,Man Utd,0,0,2,2.1,2022-03-12,90,Tottenham,1,423315,-1,True
Harry Maguire,DEF,Man Utd,0,0,4,2.5,2022-03-06,90,Manchester City,0,433141,-1,False
Harry Maguire,DEF,Man Utd,0,0,2,6.6,2022-02-20,90,Leicester City,0,435024,7,False
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2022-05-02,0,Brentford,0,408745,0,True
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2022-04-23,0,Arsenal,0,427534,0,False
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2022-04-28,0,Chelsea,0,427534,0,True
Harry Maguire,DEF,Man Utd,0,0,2,3.3,2022-04-16,90,Norwich,0,443251,1,True
Harry Maguire,DEF,Man Utd,0,0,4,2.3,2022-04-19,90,Liverpool,0,443251,0,False
Harry Maguire,DEF,Man Utd,0,0,1,4.6,2021-09-11,90,Newcastle United,0,817449,2,True
Harry Maguire,DEF,Man Utd,0,0,1,2.8,2021-09-19,90,West Ham,0,744888,2,False
Harry Maguire,DEF,Man Utd,1,1,0,3.8,2021-09-25,66,Aston Villa,0,708288,7,True
Harry Maguire,DEF,Man Utd,0,0,0,0.0,2021-10-02,0,Everton,0,570420,0,True
Harry Maguire,DEF,Man Utd,0,0,4,1.9,2021-10-16,90,Leeds United,0,498892,0,False
Harry Maguire,DEF,Man Utd,0,0,1,0.0,2022-05-22,90,Crystal Palace,0,392953,2,False
Harry Maguire,DEF,Man Utd,0,0,5,3.0,2021-10-24,90,Liverpool,0,488540,-1,True
Harry Maguire,DEF,Man Utd,0,0,0,2.8,2022-05-07,20,Brighton,0,396443,1,False
