name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Patrick Bamford,FWD,Leeds,0,0.0,2021-12-18,0,Arsenal,280619,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-26,0,Tottenham,262977,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-01-02,0,Burnley,273419,0,True
Patrick Bamford,FWD,Leeds,0,0.1,2022-03-18,22,Wolverhampton,303372,1,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-01-16,0,West Ham,272142,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-12-14,0,Manchester City,286733,0,False
Patrick Bamford,FWD,Leeds,0,1.8,2021-08-14,76,Manchester United,1258401,2,False
Patrick Bamford,FWD,Leeds,0,10.3,2021-08-21,90,Everton,1191621,4,True
Patrick Bamford,FWD,Leeds,2,10.6,2021-08-29,90,Burnley,1067864,8,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-31,0,Norwich,330614,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-27,0,Brighton,291156,0,False
Patrick Bamford,FWD,Leeds,0,6.4,2021-12-05,22,Brentford,286962,4,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-07,0,Leeds United,312453,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-09,0,Aston Villa,267216,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-21,0,Tottenham,298994,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-12-11,0,Chelsea,296605,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-11-30,0,Crystal Palace,287788,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-12,0,Everton,265956,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-01-22,0,Newcastle United,270518,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-02,0,Southampton,268916,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-09,0,Watford,264951,0,False
Patrick Bamford,FWD,Leeds,0,2.1,2022-03-13,45,Norwich,269777,1,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-03-05,0,Leeds United,262893,0,False
Patrick Bamford,FWD,Leeds,0,1.6,2022-03-10,32,Aston Villa,262893,1,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-20,0,Manchester United,264279,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-02-23,0,Liverpool,264279,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-25,0,Crystal Palace,261615,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-04-30,0,Manchester City,260844,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-15,0,Brighton,259668,0,True
Patrick Bamford,FWD,Leeds,0,8.6,2021-09-12,90,Liverpool,902862,2,True
Patrick Bamford,FWD,Leeds,0,6.4,2021-09-17,90,Newcastle United,1394112,5,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-09-25,0,West Ham,792418,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-23,0,Wolverhampton,362630,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-16,0,Southampton,406382,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2021-10-02,0,Watford,487813,0,True
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-22,0,Brentford,259871,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-08,0,Arsenal,260117,0,False
Patrick Bamford,FWD,Leeds,0,0.0,2022-05-11,0,Chelsea,260117,0,True
