name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-02-26,0,Brighton,8959,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-01-15,0,Manchester United,9118,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-01-02,0,Brentford,9200,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-03-19,0,Arsenal,8897,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-12-26,0,Chelsea,9251,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-12-14,0,Norwich,9370,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-04-09,0,Tottenham,8861,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-04-02,0,Wolverhampton,8871,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-08-21,1,Newcastle United,21372,1,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-08-14,0,Watford,16681,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-11-27,0,Crystal Palace,9751,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-08-28,0,Brentford,21652,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-12-11,0,Liverpool,9453,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-10-31,0,West Ham,10317,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-11-20,0,Brighton,9885,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-02-09,0,Leicester City,9048,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-12-01,0,Manchester City,9663,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-11-05,0,Southampton,10114,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-12-05,0,Leeds United,9552,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-04-30,0,Norwich,8825,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-04-23,0,Leeds United,8839,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-02-13,0,Newcastle United,9033,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-01-22,0,Everton,9093,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-03-13,0,West Ham,8911,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-03-05,0,Southampton,8942,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-03-10,0,Leicester City,8942,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-02-19,0,Watford,9004,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-05-15,0,Crystal Palace,8799,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-05-19,0,Burnley,8799,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-09-11,0,Chelsea,19735,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-09-18,0,Everton,16079,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-09-25,0,Manchester United,13019,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-10-03,0,Tottenham,11910,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-10-16,0,Wolverhampton,11133,0,True
Wesley Moraes,FWD,Aston Villa,0,0.0,2021-10-22,0,Arsenal,10770,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-05-22,0,Manchester City,8786,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-05-07,0,Burnley,8811,0,False
Wesley Moraes,FWD,Aston Villa,0,0.0,2022-05-10,0,Liverpool,8811,0,True
