name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Dane Scarlett,FWD,Spurs,0,0.0,2022-03-20,0,West Ham,198888,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-12-19,0,Liverpool,262999,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-12-26,0,Crystal Palace,229130,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-12-28,0,Southampton,226454,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2021-08-22,0,Wolverhampton,163397,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2021-08-15,0,Manchester City,112697,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-08-29,0,Watford,171611,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-10-30,0,Manchester United,254647,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2022-02-09,0,Southampton,199097,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-11-21,0,Leicester City,243308,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-12-02,0,Brentford,226926,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-11-07,0,Everton,249034,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2021-12-05,0,Norwich,218383,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2022-02-13,0,Wolverhampton,204099,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2022-01-23,0,Chelsea,197619,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-02-19,0,Manchester City,205467,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-02-23,0,Burnley,205467,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-03-12,0,Manchester United,206972,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-03-16,0,Brighton,206972,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-03-07,0,Everton,201061,0,True
Dane Scarlett,FWD,Spurs,0,0.1,2022-02-26,3,Leicester City,201761,1,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-01-01,0,Watford,213076,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-01-19,0,Leeds United,196887,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-04-03,0,Newcastle United,208059,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2022-04-09,0,Aston Villa,208349,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2021-09-11,0,Crystal Palace,225327,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-05-01,0,Leeds United,218328,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-09-19,0,Chelsea,304229,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2022-05-22,0,Norwich,211822,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2021-09-26,0,Arsenal,307377,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-04-23,0,Brentford,217250,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2021-10-03,0,Aston Villa,279508,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-10-17,0,Newcastle United,267497,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-04-16,0,Brighton,212136,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2021-10-24,0,West Ham,262105,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-05-07,0,Liverpool,226878,0,False
Dane Scarlett,FWD,Spurs,0,0.0,2022-05-12,0,Arsenal,226878,0,True
Dane Scarlett,FWD,Spurs,0,0.0,2022-05-15,0,Burnley,214600,0,True
