name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-12-26,0,Tottenham,0,8545,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-12-28,0,Norwich,0,8560,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-12-15,0,Southampton,0,8108,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-08-14,0,Chelsea,0,0,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-08-21,0,Brentford,0,2509,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-08-28,0,West Ham,0,3307,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-10-30,0,Manchester City,0,7734,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-11-27,0,Aston Villa,0,7606,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-12-12,0,Everton,0,7973,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-11-20,0,Burnley,0,7545,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-02-09,0,Norwich,0,8873,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-11-06,0,Wolverhampton,0,7385,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-11-30,0,Leicester City,0,7543,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-12-05,0,Manchester United,0,7531,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-02-12,0,Brentford,0,9062,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-01-23,0,Liverpool,0,8722,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-03-14,0,Manchester City,0,9553,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-03-05,0,Wolverhampton,0,9298,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-02-19,0,Chelsea,0,9654,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-02-23,0,Watford,0,9654,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-02-26,0,Burnley,0,9693,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-01-01,0,West Ham,0,8898,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-01-14,0,Brighton,0,8968,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-04-10,0,Leeds United,0,9591,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-04-04,0,Arsenal,0,9540,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-09-11,0,Tottenham,0,5224,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-09-18,0,Liverpool,0,6044,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-09-27,0,Brighton,0,6222,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-10-03,0,Leeds United,0,6418,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-05-22,0,Manchester United,0,10263,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-10-18,0,Arsenal,0,6691,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2021-10-23,0,Newcastle United,0,6884,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-04-30,0,Southampton,0,9844,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-04-25,0,Leicester City,0,9780,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-05-07,0,Watford,0,9989,0,True
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-04-20,0,Newcastle United,0,9759,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-05-15,0,Aston Villa,0,10196,0,False
Reece Hannam,DEF,Crystal Palace,0,0,0,0.0,2022-05-19,0,Everton,0,10196,0,False
