name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-02-26,0,Aston Villa,14707,0,True
Adam Lallana,MID,Brighton,0,0,1,1.8,2022-01-02,60,Everton,14860,2,False
Adam Lallana,MID,Brighton,0,0,0,3.7,2022-01-14,55,Crystal Palace,17205,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-01-18,0,Chelsea,17205,0,True
Adam Lallana,MID,Brighton,0,1,0,3.2,2021-12-26,84,Brentford,14258,3,True
Adam Lallana,MID,Brighton,0,0,1,5.3,2021-12-29,90,Chelsea,14233,2,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-04-02,0,Norwich,13482,0,True
Adam Lallana,MID,Brighton,0,0,0,0.4,2021-12-15,6,Wolverhampton,13844,1,True
Adam Lallana,MID,Brighton,0,0,1,0.7,2022-04-09,16,Arsenal,13464,1,False
Adam Lallana,MID,Brighton,0,1,0,1.3,2021-08-21,79,Watford,18760,3,True
Adam Lallana,MID,Brighton,0,0,0,0.7,2021-08-14,45,Burnley,17460,1,False
Adam Lallana,MID,Brighton,0,0,2,0.3,2021-08-28,58,Everton,18657,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2021-11-27,0,Leicester City,21019,0,True
Adam Lallana,MID,Brighton,0,0,2,7.9,2021-10-30,76,Liverpool,17129,5,False
Adam Lallana,MID,Brighton,0,0,2,0.8,2021-11-20,90,Aston Villa,21245,2,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2021-12-04,0,Southampton,16783,0,False
Adam Lallana,MID,Brighton,0,0,1,2.6,2021-11-06,90,Newcastle United,20353,1,True
Adam Lallana,MID,Brighton,0,0,1,2.3,2021-12-01,90,West Ham,19938,2,False
Adam Lallana,MID,Brighton,0,0,0,0.5,2022-04-16,12,Tottenham,13547,1,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-04-30,0,Wolverhampton,13536,0,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-04-20,0,Manchester City,13547,0,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-04-24,0,Southampton,13530,0,True
Adam Lallana,MID,Brighton,0,1,0,3.5,2022-02-12,90,Watford,14998,3,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-02-15,0,Manchester United,14998,0,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-01-23,0,Leeds United,14550,0,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-03-12,7,Liverpool,14121,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-03-16,0,Tottenham,14121,0,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-03-05,0,Newcastle United,14162,0,False
Adam Lallana,MID,Brighton,0,0,2,1.3,2022-02-19,55,Burnley,14586,1,True
Adam Lallana,MID,Brighton,0,1,0,1.6,2021-09-11,90,Brentford,17558,3,False
Adam Lallana,MID,Brighton,0,0,1,2.5,2021-09-19,90,Leeds United,17388,2,True
Adam Lallana,MID,Brighton,0,0,1,2.5,2021-09-27,90,Crystal Palace,17915,1,False
Adam Lallana,MID,Brighton,0,1,0,4.6,2021-10-02,90,Arsenal,17473,3,True
Adam Lallana,MID,Brighton,0,1,0,5.3,2021-10-16,90,Norwich,18603,2,False
Adam Lallana,MID,Brighton,0,0,4,1.4,2021-10-23,90,Manchester City,17813,1,True
Adam Lallana,MID,Brighton,0,0,1,0.4,2022-05-15,16,Leicester City,13495,1,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-05-22,0,West Ham,13528,0,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2022-05-07,0,Manchester United,13487,0,True
