name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-12-19,0,Liverpool,0,21296,0,True
Matt Doherty,DEF,Spurs,0,0,1,5.8,2022-03-20,90,West Ham,0,741946,2,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-12-26,0,Crystal Palace,0,21275,0,True
Matt Doherty,DEF,Spurs,0,0,0,9.4,2021-12-28,45,Southampton,0,21334,1,False
Matt Doherty,DEF,Spurs,0,0,0,0.3,2021-08-15,7,Manchester City,0,50765,1,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-08-22,0,Wolverhampton,0,51940,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-08-29,0,Watford,0,41023,0,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-10-30,0,Manchester United,0,21655,0,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-11-21,0,Leicester City,0,21776,0,True
Matt Doherty,DEF,Spurs,0,0,0,1.3,2021-11-07,19,Everton,0,21699,1,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-02-09,0,Southampton,0,22604,0,True
Matt Doherty,DEF,Spurs,0,0,0,2.0,2021-12-05,28,Norwich,0,21151,1,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-12-02,0,Brentford,0,21310,0,True
Matt Doherty,DEF,Spurs,0,0,2,2.5,2022-02-13,81,Wolverhampton,0,22465,1,True
Matt Doherty,DEF,Spurs,0,0,2,3.0,2022-01-23,90,Chelsea,0,22110,1,False
Matt Doherty,DEF,Spurs,3,1,0,14.1,2022-02-26,90,Leicester City,0,22797,18,False
Matt Doherty,DEF,Spurs,0,0,3,3.1,2022-03-12,90,Manchester United,0,617939,1,False
Matt Doherty,DEF,Spurs,0,1,0,2.2,2022-03-16,79,Brighton,0,617939,6,False
Matt Doherty,DEF,Spurs,0,0,1,0.9,2022-02-19,7,Manchester City,0,23051,1,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-02-23,0,Burnley,0,23051,0,False
Matt Doherty,DEF,Spurs,2,1,0,13.3,2022-03-07,90,Everton,0,37226,14,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-01-01,0,Watford,0,21709,0,False
Matt Doherty,DEF,Spurs,0,0,1,11.8,2022-01-19,45,Leeds United,0,21938,4,False
Matt Doherty,DEF,Spurs,0,0,0,1.9,2022-04-09,20,Aston Villa,0,868139,1,False
Matt Doherty,DEF,Spurs,3,0,1,8.0,2022-04-03,90,Newcastle United,0,666168,14,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-09-11,0,Crystal Palace,0,33908,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-05-15,0,Burnley,0,82224,0,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-09-19,0,Chelsea,0,30470,0,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-09-26,0,Arsenal,0,28119,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-10-03,0,Aston Villa,0,26690,0,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-10-17,0,Newcastle United,0,24886,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-05-22,0,Norwich,0,74644,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2021-10-24,0,West Ham,0,22801,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-05-01,0,Leeds United,0,140901,0,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-04-23,0,Brentford,0,208574,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-04-16,0,Brighton,0,333945,0,True
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-05-07,0,Liverpool,0,92965,0,False
Matt Doherty,DEF,Spurs,0,0,0,0.0,2022-05-12,0,Arsenal,0,92965,0,True
