name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Alexandre Lacazette,FWD,Arsenal,0,3.8,2022-03-19,77,Aston Villa,1087821,2,False
Alexandre Lacazette,FWD,Arsenal,0,11.5,2021-12-18,90,Leicester City,725261,5,False
Alexandre Lacazette,FWD,Arsenal,2,10.0,2021-12-26,90,Norwich,742530,11,False
Alexandre Lacazette,FWD,Arsenal,0,13.6,2021-12-15,87,West Ham,154047,3,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-08-13,0,Brentford,192345,0,False
Alexandre Lacazette,FWD,Arsenal,0,1.2,2021-10-30,57,Leeds United,89585,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.1,2021-08-28,31,Manchester City,92011,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-08-22,0,Chelsea,108809,0,True
Alexandre Lacazette,FWD,Arsenal,0,0.8,2021-11-27,14,Newcastle United,101530,1,True
Alexandre Lacazette,FWD,Arsenal,0,0.8,2021-12-06,84,Everton,93739,2,False
Alexandre Lacazette,FWD,Arsenal,0,14.1,2022-02-10,80,Wolverhampton,374319,5,False
Alexandre Lacazette,FWD,Arsenal,0,3.3,2021-11-20,66,Liverpool,98091,2,False
Alexandre Lacazette,FWD,Arsenal,1,7.3,2021-12-11,82,Southampton,95372,7,True
Alexandre Lacazette,FWD,Arsenal,0,5.0,2021-11-07,68,Watford,97390,2,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-12-02,11,Manchester United,96187,1,False
Alexandre Lacazette,FWD,Arsenal,0,7.5,2022-01-23,90,Burnley,412098,2,True
Alexandre Lacazette,FWD,Arsenal,0,2.6,2022-01-01,70,Manchester City,371882,2,True
Alexandre Lacazette,FWD,Arsenal,0,9.0,2022-03-13,87,Leeds United,718276,6,True
Alexandre Lacazette,FWD,Arsenal,0,3.8,2022-03-16,79,Liverpool,718276,2,True
Alexandre Lacazette,FWD,Arsenal,0,7.7,2022-03-06,79,Watford,443593,8,False
Alexandre Lacazette,FWD,Arsenal,0,9.5,2022-02-19,83,Brentford,618426,5,True
Alexandre Lacazette,FWD,Arsenal,0,14.8,2022-02-24,90,Wolverhampton,618426,5,True
Alexandre Lacazette,FWD,Arsenal,0,2.1,2022-04-09,90,Brighton,769223,2,True
Alexandre Lacazette,FWD,Arsenal,0,1.9,2022-04-04,90,Crystal Palace,772307,2,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-01,0,West Ham,358874,0,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-04-16,0,Southampton,607422,0,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-04-20,1,Chelsea,607422,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-04-23,0,Manchester United,438262,0,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-09-11,0,Norwich,94327,0,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-09-18,0,Burnley,87026,0,False
Alexandre Lacazette,FWD,Arsenal,0,0.0,2021-09-26,0,Tottenham,83168,0,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-22,23,Everton,279080,1,True
Alexandre Lacazette,FWD,Arsenal,0,13.1,2021-10-18,23,Crystal Palace,80349,5,True
Alexandre Lacazette,FWD,Arsenal,0,0.3,2021-10-02,18,Brighton,80509,1,False
Alexandre Lacazette,FWD,Arsenal,0,4.3,2021-10-22,67,Aston Villa,86439,2,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-08,1,Leicester City,309347,1,True
Alexandre Lacazette,FWD,Arsenal,0,0.0,2022-05-12,17,Tottenham,309347,1,False
Alexandre Lacazette,FWD,Arsenal,0,0.2,2022-05-16,28,Newcastle United,286961,1,False
