name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Freddie Woodman,GK,Newcastle,0,0,0,2021-12-19,0,Manchester City,0,0,0,30017,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-12-27,0,Manchester United,0,0,0,29604,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-12-16,0,Liverpool,0,0,0,30351,0,False
Freddie Woodman,GK,Newcastle,0,0,2,2021-08-21,90,Aston Villa,0,0,0,39679,1,False
Freddie Woodman,GK,Newcastle,0,0,2,2021-08-28,90,Southampton,0,0,4,47692,2,True
Freddie Woodman,GK,Newcastle,0,0,4,2021-08-15,90,West Ham,0,1,4,10930,6,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-10-30,0,Chelsea,0,0,0,34859,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-12-12,0,Leeds United,0,0,0,30813,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-02-26,0,Brentford,0,0,0,25791,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2021-11-27,0,Arsenal,0,0,0,32375,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-02-08,0,Everton,0,0,0,27587,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-11-20,0,Brentford,0,0,0,32862,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-11-06,0,Brighton,0,0,0,34046,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2021-11-30,0,Norwich,0,0,0,32032,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-12-04,0,Burnley,0,0,0,31635,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-01-15,0,Watford,0,0,0,28663,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-02-13,0,Aston Villa,0,0,0,26939,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-01-22,0,Leicester City,0,0,0,28408,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-03-13,0,Chelsea,0,0,0,25032,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-03-17,0,Everton,0,0,0,25032,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-03-05,0,Brighton,0,0,0,25403,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-03-10,0,Southampton,0,0,0,25403,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-02-19,0,West Ham,0,0,0,26205,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-04-08,0,Wolverhampton,0,0,0,24536,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-04-03,0,Tottenham,0,0,0,24652,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-04-30,0,Liverpool,0,0,0,23997,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-04-23,0,Norwich,0,0,0,24140,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-04-17,0,Leeds United,0,0,0,24294,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-04-20,0,Crystal Palace,0,0,0,24294,0,True
Freddie Woodman,GK,Newcastle,0,0,4,2021-09-11,90,Manchester United,0,0,2,53785,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2021-09-17,0,Leicester City,0,0,0,56864,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2022-05-22,0,Burnley,0,0,0,23501,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2021-09-25,0,Watford,0,0,0,45289,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2021-10-02,0,Wolverhampton,0,0,0,40091,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2021-10-17,0,Tottenham,0,0,0,37219,0,True
Freddie Woodman,GK,Newcastle,0,0,0,2021-10-23,0,Crystal Palace,0,0,0,36213,0,False
Freddie Woodman,GK,Newcastle,0,0,0,2022-05-08,0,Manchester City,0,0,0,23798,0,False
Freddie Woodman,GKP,Newcastle,0,0,0,2022-05-16,0,Arsenal,0,0,0,23643,0,True
