name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Max Aarons,DEF,Norwich,0,0,5,2.1,2021-12-26,90,Arsenal,0,103762,0,True
Max Aarons,DEF,Norwich,0,0,0,0.0,2021-12-28,0,Crystal Palace,0,104700,0,False
Max Aarons,DEF,Norwich,0,0,2,3.4,2021-12-14,90,Aston Villa,0,108139,0,True
Max Aarons,DEF,Norwich,0,0,5,1.4,2021-08-21,90,Manchester City,0,164542,0,False
Max Aarons,DEF,Norwich,0,0,3,4.3,2021-08-14,90,Liverpool,0,156882,1,True
Max Aarons,DEF,Norwich,2,0,2,9.1,2021-08-28,90,Leeds United,0,148083,3,True
Max Aarons,DEF,Norwich,0,0,2,3.3,2021-10-31,90,Leicester City,0,108342,1,True
Max Aarons,DEF,Norwich,0,0,1,2.2,2021-12-11,90,Manchester United,0,103809,2,True
Max Aarons,DEF,Norwich,0,1,0,5.9,2021-11-27,90,Wolverhampton,0,104560,6,True
Max Aarons,DEF,Norwich,0,0,1,4.2,2021-11-20,90,Southampton,0,104121,5,True
Max Aarons,DEF,Norwich,0,0,1,1.3,2022-02-09,90,Crystal Palace,0,89747,2,True
Max Aarons,DEF,Norwich,0,0,1,5.7,2021-11-30,90,Newcastle United,0,106874,2,False
Max Aarons,DEF,Norwich,0,0,1,2.0,2021-11-06,90,Brentford,0,106796,1,False
Max Aarons,DEF,Norwich,0,0,3,1.8,2021-12-05,90,Tottenham,0,103904,1,False
Max Aarons,DEF,Norwich,0,0,2,2.9,2022-02-12,62,Manchester City,0,89372,1,True
Max Aarons,DEF,Norwich,0,0,2,1.5,2022-02-25,90,Southampton,0,89648,1,False
Max Aarons,DEF,Norwich,0,1,0,1.7,2022-01-21,90,Watford,0,89481,6,False
Max Aarons,DEF,Norwich,0,0,2,2.7,2022-01-12,90,West Ham,0,95063,1,False
Max Aarons,DEF,Norwich,0,0,1,0.3,2022-01-15,79,Everton,0,91292,1,True
Max Aarons,DEF,Norwich,0,0,1,3.7,2022-03-13,87,Leicester City,0,86438,1,False
Max Aarons,DEF,Norwich,0,0,0,0.0,2022-03-05,9,Brentford,0,87500,1,True
Max Aarons,DEF,Norwich,0,0,3,2.6,2022-03-10,90,Chelsea,0,87500,1,True
Max Aarons,DEF,Norwich,0,0,3,3.5,2022-02-19,90,Liverpool,0,87932,1,False
Max Aarons,DEF,Norwich,0,0,0,0.0,2022-04-02,0,Brighton,0,83098,0,False
Max Aarons,DEF,Norwich,0,0,0,0.0,2022-04-10,0,Burnley,0,81402,0,True
Max Aarons,DEF,Norwich,0,0,2,2.9,2022-04-30,90,Aston Villa,0,80774,0,False
Max Aarons,DEF,Norwich,0,0,0,1.9,2022-04-23,32,Newcastle United,0,80924,1,True
Max Aarons,DEF,Norwich,0,0,0,0.0,2022-04-16,0,Manchester United,0,80960,0,False
Max Aarons,DEF,Norwich,0,0,1,6.0,2021-09-11,90,Arsenal,0,137488,1,False
Max Aarons,DEF,Norwich,0,0,3,3.1,2021-09-18,90,Watford,0,132155,1,True
Max Aarons,DEF,Norwich,0,0,2,1.2,2021-09-25,90,Everton,0,125315,1,False
Max Aarons,DEF,Norwich,0,0,5,0.0,2022-05-22,90,Tottenham,0,80063,0,True
Max Aarons,DEF,Norwich,0,1,0,4.2,2021-10-02,90,Burnley,0,121042,5,False
Max Aarons,DEF,Norwich,0,1,0,2.1,2021-10-16,90,Brighton,0,116915,6,True
Max Aarons,DEF,Norwich,0,0,1,4.5,2022-05-15,90,Wolverhampton,0,79951,4,False
Max Aarons,DEF,Norwich,0,0,7,0.1,2021-10-23,90,Chelsea,1,116199,-3,False
Max Aarons,DEF,Norwich,0,0,4,1.8,2022-05-08,90,West Ham,0,80498,0,True
Max Aarons,DEF,Norwich,0,0,3,4.0,2022-05-11,90,Leeds United,0,80498,1,False
