name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-03-20,0,Tottenham,3777,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-12-26,0,Southampton,4003,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-12-28,0,Watford,3990,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-12-15,0,Arsenal,4112,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-08-15,0,Newcastle United,6773,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-08-23,0,Leeds United,8150,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-10-31,0,Aston Villa,4593,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-08-28,0,Crystal Palace,8400,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-11-28,0,Manchester City,4323,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-12-04,0,Chelsea,4239,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-02-08,0,Watford,3857,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-11-20,0,Wolverhampton,4389,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-12-12,0,Burnley,4168,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-11-07,0,Liverpool,4503,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-12-01,0,Brighton,4293,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-02-13,0,Leeds United,3843,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-01-22,0,Manchester United,3879,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-03-13,0,Aston Villa,3788,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-03-05,0,Liverpool,3795,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-02-19,0,Newcastle United,3827,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-02-27,0,Wolverhampton,3806,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-01-01,0,Crystal Palace,3961,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-01-12,0,Norwich,3961,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-01-16,0,Leicester City,3897,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-09-19,0,Manchester United,6119,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-09-11,0,Southampton,6988,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-09-25,0,Leicester City,5536,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-10-03,0,Brentford,5183,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-10-24,0,Tottenham,4782,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2021-10-17,0,Everton,4967,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-05-22,0,Brighton,3722,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-04-10,0,Brentford,3763,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-04-03,0,Everton,3770,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-05-08,0,Norwich,3742,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-05-01,0,Arsenal,3744,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-05-15,0,Manchester City,3733,0,True
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-04-24,0,Chelsea,3746,0,False
Conor Coventry,MID,West Ham,0,0,0,0.0,2022-04-17,0,Burnley,3750,0,True
