name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Ben Foster,GK,Watford,0,0,0,2021-12-28,0,West Ham,0,0,0,1642808,0,True
Ben Foster,GK,Watford,0,0,0,2021-08-14,0,Aston Villa,0,0,0,1859663,0,True
Ben Foster,GK,Watford,0,0,0,2021-08-21,0,Brighton,0,0,0,2030261,0,False
Ben Foster,GK,Watford,0,0,0,2021-11-28,0,Leeds United,0,0,0,2034391,0,False
Ben Foster,GK,Watford,0,0,0,2021-08-29,0,Tottenham,0,0,0,1989321,0,False
Ben Foster,GK,Watford,0,0,1,2021-10-30,90,Southampton,0,0,0,1933812,2,True
Ben Foster,GK,Watford,0,0,0,2021-12-10,0,Brentford,0,0,0,1847567,0,False
Ben Foster,GK,Watford,0,0,1,2021-11-20,90,Manchester United,0,0,2,1993395,5,True
Ben Foster,GK,Watford,0,0,0,2021-12-04,0,Manchester City,0,0,0,1939146,0,True
Ben Foster,GK,Watford,3,0,1,2021-11-07,90,Arsenal,0,1,5,1936052,11,False
Ben Foster,GK,Watford,0,0,0,2021-12-01,0,Chelsea,0,0,0,2002983,0,True
Ben Foster,GK,Watford,0,0,1,2022-02-08,90,West Ham,0,0,1,1660674,2,False
Ben Foster,GK,Watford,0,0,2,2022-02-12,90,Brighton,0,0,3,1678959,2,True
Ben Foster,GK,Watford,0,0,0,2022-01-21,0,Norwich,0,0,0,1654814,0,True
Ben Foster,GK,Watford,0,1,0,2022-02-05,90,Burnley,0,0,2,1654814,6,False
Ben Foster,GK,Watford,3,1,0,2022-02-26,90,Manchester United,0,0,3,1645741,10,False
Ben Foster,GK,Watford,0,0,0,2022-01-01,0,Tottenham,0,0,0,1596567,0,True
Ben Foster,GK,Watford,0,0,1,2022-03-13,90,Southampton,0,0,5,1713568,3,False
Ben Foster,GK,Watford,0,0,1,2022-01-15,90,Newcastle United,0,0,0,1557238,2,False
Ben Foster,GK,Watford,0,0,3,2022-03-06,90,Arsenal,0,0,1,1700183,1,True
Ben Foster,GK,Watford,0,0,4,2022-03-10,90,Wolverhampton,0,0,2,1700183,0,False
Ben Foster,GK,Watford,0,1,0,2022-02-19,90,Aston Villa,0,0,1,1695643,6,False
Ben Foster,GK,Watford,0,0,4,2022-02-23,90,Crystal Palace,0,0,1,1695643,0,True
Ben Foster,GK,Watford,0,0,3,2022-04-09,90,Leicester City,0,0,2,1724355,1,True
Ben Foster,GKP,Watford,0,0,5,2022-05-15,90,Leeds United,0,0,2,1777204,0,True
Ben Foster,GK,Watford,0,0,2,2022-04-02,90,Liverpool,0,0,1,1715357,1,False
Ben Foster,GK,Watford,0,0,0,2021-09-11,0,Wolverhampton,0,0,0,1647964,0,True
Ben Foster,GK,Watford,0,0,1,2021-09-18,90,Norwich,0,0,4,1589460,3,False
Ben Foster,GK,Watford,0,0,1,2021-09-25,90,Newcastle United,0,0,5,1687608,3,True
Ben Foster,GK,Watford,0,0,1,2021-10-02,90,Leicester City,0,0,2,1765909,2,False
Ben Foster,GK,Watford,0,0,5,2021-10-16,90,Liverpool,0,0,4,1844060,1,True
Ben Foster,GK,Watford,0,0,0,2022-05-22,0,Chelsea,0,0,0,1786851,0,False
Ben Foster,GK,Watford,0,0,2,2021-10-23,90,Everton,0,0,2,1883246,1,False
Ben Foster,GK,Watford,0,0,2,2022-04-30,90,Burnley,0,0,4,1797357,2,True
Ben Foster,GK,Watford,0,0,5,2022-04-23,90,Manchester City,0,0,4,1761970,1,False
Ben Foster,GK,Watford,0,0,2,2022-04-16,90,Brentford,0,0,3,1715693,2,True
Ben Foster,GK,Watford,0,0,1,2022-05-07,90,Crystal Palace,0,0,6,1833203,4,False
Ben Foster,GK,Watford,3,1,0,2022-05-11,90,Everton,0,0,5,1833203,10,True
