name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Kayky da Silva Chagas,FWD,Man City,0,0.0,2021-12-26,0,Leeds United,0,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2021-12-29,0,Brentford,189,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-02-09,0,Brentford,1229,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-02-12,6,Norwich,1335,1,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-01-22,0,Southampton,753,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-03-14,0,Crystal Palace,1976,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-03-06,0,Manchester United,1842,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-02-19,0,Tottenham,1710,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-02-26,0,Everton,1716,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-01-01,0,Arsenal,329,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-01-15,0,Chelsea,698,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-05-22,0,Aston Villa,2897,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-04-10,0,Liverpool,2236,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-05-08,0,Newcastle United,2642,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-05-11,0,Wolverhampton,2642,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-04-02,0,Burnley,2131,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-04-30,0,Leicester City,2604,0,False
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-04-23,0,Watford,2517,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-04-20,0,Brighton,2395,0,True
Kayky da Silva Chagas,FWD,Man City,0,0.0,2022-05-15,0,West Ham,2789,0,False
