name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-02-26,0,Leicester City,58385,0,False
Oliver Skipp,MID,Spurs,0,1,0,2.5,2022-01-01,69,Watford,69902,2,False
Oliver Skipp,MID,Spurs,0,0,2,3.1,2022-01-19,90,Leeds United,68515,2,False
Oliver Skipp,MID,Spurs,0,0,1,0.2,2021-12-19,26,Liverpool,74383,1,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-03-20,0,West Ham,54653,0,True
Oliver Skipp,MID,Spurs,0,1,0,4.4,2021-12-26,90,Crystal Palace,71771,3,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2021-12-28,0,Southampton,75161,0,False
Oliver Skipp,MID,Spurs,0,1,0,1.7,2021-08-15,90,Manchester City,17425,3,True
Oliver Skipp,MID,Spurs,0,1,0,0.8,2021-08-22,90,Wolverhampton,58231,2,False
Oliver Skipp,MID,Spurs,0,1,0,1.8,2021-08-29,90,Watford,72730,2,True
Oliver Skipp,MID,Spurs,0,0,2,0.6,2021-10-30,65,Manchester United,96681,2,True
Oliver Skipp,MID,Spurs,0,1,0,2.8,2021-12-05,90,Norwich,78110,3,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-02-09,0,Southampton,66878,0,True
Oliver Skipp,MID,Spurs,0,1,0,4.1,2021-11-07,90,Everton,93914,2,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2021-11-21,0,Leicester City,82825,0,True
Oliver Skipp,MID,Spurs,0,1,0,3.9,2021-12-02,90,Brentford,78712,3,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-02-13,0,Wolverhampton,63583,0,True
Oliver Skipp,MID,Spurs,0,0,0,3.2,2022-01-23,33,Chelsea,70600,1,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-04-03,0,Newcastle United,54504,0,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-04-09,0,Aston Villa,54045,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-03-12,0,Manchester United,55817,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-03-16,0,Brighton,55817,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-03-07,0,Everton,57235,0,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-02-19,0,Manchester City,60705,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-02-23,0,Burnley,60705,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-04-16,0,Brighton,53413,0,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-04-23,0,Brentford,53050,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-05-01,0,Leeds United,52716,0,True
Oliver Skipp,MID,Spurs,0,0,3,1.0,2021-09-11,90,Crystal Palace,87722,2,False
Oliver Skipp,MID,Spurs,0,0,1,1.2,2021-09-19,28,Chelsea,122706,1,True
Oliver Skipp,MID,Spurs,0,0,0,0.5,2021-09-26,45,Arsenal,122291,0,False
Oliver Skipp,MID,Spurs,0,0,1,2.4,2021-10-24,90,West Ham,103179,2,False
Oliver Skipp,MID,Spurs,0,0,1,1.2,2021-10-03,90,Aston Villa,113046,1,True
Oliver Skipp,MID,Spurs,0,0,2,2.0,2021-10-17,90,Newcastle United,107657,2,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-05-22,0,Norwich,51598,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-05-15,0,Burnley,51889,0,True
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-05-07,0,Liverpool,52229,0,False
Oliver Skipp,MID,Spurs,0,0,0,0.0,2022-05-12,0,Arsenal,52229,0,True
