name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-03-19,0,Arsenal,14961,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-12-26,0,Chelsea,23757,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-12-14,0,Norwich,17786,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-08-21,0,Newcastle United,11767,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-02-26,0,Brighton,15571,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-08-14,0,Watford,8453,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-11-27,0,Crystal Palace,16112,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-08-28,0,Brentford,12222,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-01-02,0,Brentford,21409,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-12-11,0,Liverpool,17429,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-10-31,0,West Ham,16005,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-11-20,0,Brighton,16005,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-11-05,0,Southampton,16072,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-12-05,0,Leeds United,15819,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-12-01,0,Manchester City,16075,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-01-15,0,Manchester United,19318,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-02-09,0,Leicester City,16964,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-02-13,0,Newcastle United,16469,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-01-22,0,Everton,17903,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-03-13,0,West Ham,15103,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-04-09,0,Tottenham,14797,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-02-19,0,Watford,15964,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-03-05,0,Southampton,15321,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-04-02,0,Wolverhampton,14862,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-03-10,0,Leicester City,15321,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-04-30,0,Norwich,14542,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-04-23,0,Leeds United,14604,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-09-11,0,Chelsea,15295,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-05-15,0,Crystal Palace,14387,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-05-19,0,Burnley,14387,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-09-18,0,Everton,16181,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-09-25,0,Manchester United,16453,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-10-03,0,Tottenham,16165,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-10-16,0,Wolverhampton,16308,0,True
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2021-10-22,0,Arsenal,16027,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-05-22,0,Manchester City,14352,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-05-07,0,Burnley,14459,0,False
Aaron Ramsey,MID,Aston Villa,0,0,0,0.0,2022-05-10,0,Liverpool,14459,0,True
