name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Patrick Cutrone,FWD,Wolves,0,0.0,2021-12-19,0,Chelsea,4347,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-03-18,0,Leicester City,4079,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-02-27,0,West Ham,4129,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-01-03,0,Manchester United,4275,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-01-15,0,Southampton,4228,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-12-15,0,Brighton,4377,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-08-22,0,Tottenham,13582,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-08-14,0,Leeds United,17822,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-11-27,0,Norwich,4575,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-08-29,0,Manchester United,10159,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-12-11,0,Manchester City,4421,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-11-01,0,Everton,4846,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-11-20,0,West Ham,4652,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-11-06,0,Crystal Palace,4745,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-12-01,0,Burnley,4535,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-12-04,0,Liverpool,4470,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-02-10,0,Arsenal,4182,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-02-13,0,Tottenham,4168,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-01-22,0,Brentford,4204,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-04-08,0,Newcastle United,4071,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-04-02,0,Aston Villa,4073,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-04-30,0,Brighton,4053,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-03-13,0,Everton,4094,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-04-24,0,Burnley,4056,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-02-20,0,Leeds United,4140,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-02-24,0,Arsenal,4140,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-03-05,0,Crystal Palace,4108,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-03-10,0,Watford,4108,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-09-11,0,Watford,7566,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-09-18,0,Brentford,6586,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-09-26,0,Southampton,5887,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-10-02,0,Newcastle United,5502,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2022-05-15,0,Norwich,4033,0,True
Patrick Cutrone,FWD,Wolves,0,0.0,2021-10-16,0,Aston Villa,5209,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2021-10-23,0,Leicester City,5025,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-05-22,0,Liverpool,4027,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-05-07,0,Chelsea,4041,0,False
Patrick Cutrone,FWD,Wolves,0,0.0,2022-05-11,0,Manchester City,4041,0,True
