name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Louie Moulden,GK,Wolves,0,0,0,2022-02-27,0,West Ham,0,0,0,13726,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-01-03,0,Manchester United,0,0,0,15938,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-01-15,0,Southampton,0,0,0,15565,0,True
Louie Moulden,GK,Wolves,0,0,0,2022-03-18,0,Leicester City,0,0,0,12836,0,True
Louie Moulden,GK,Wolves,0,0,0,2021-12-19,0,Chelsea,0,0,0,19204,0,True
Louie Moulden,GK,Wolves,0,0,0,2021-12-15,0,Brighton,0,0,0,15668,0,False
Louie Moulden,GK,Wolves,0,0,0,2021-11-01,0,Everton,0,0,0,16409,0,True
Louie Moulden,GK,Wolves,0,0,0,2021-12-11,0,Manchester City,0,0,0,15929,0,False
Louie Moulden,GK,Wolves,0,0,0,2021-11-27,0,Norwich,0,0,0,15273,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-02-10,0,Arsenal,0,0,0,14960,0,True
Louie Moulden,GK,Wolves,0,0,0,2021-11-20,0,West Ham,0,0,0,15506,0,True
Louie Moulden,GK,Wolves,0,0,0,2021-11-06,0,Crystal Palace,0,0,0,15749,0,False
Louie Moulden,GK,Wolves,0,0,0,2021-12-01,0,Burnley,0,0,0,15237,0,True
Louie Moulden,GK,Wolves,0,0,0,2021-12-04,0,Liverpool,0,0,0,15925,0,True
Louie Moulden,GK,Wolves,0,0,0,2022-02-13,0,Tottenham,0,0,0,14555,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-01-22,0,Brentford,0,0,0,15369,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-03-13,0,Everton,0,0,0,13162,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-03-05,0,Crystal Palace,0,0,0,13404,0,True
Louie Moulden,GK,Wolves,0,0,0,2022-03-10,0,Watford,0,0,0,13404,0,True
Louie Moulden,GK,Wolves,0,0,0,2022-02-20,0,Leeds United,0,0,0,13999,0,True
Louie Moulden,GK,Wolves,0,0,0,2022-04-02,0,Aston Villa,0,0,0,12857,0,True
Louie Moulden,GK,Wolves,0,0,0,2022-02-24,0,Arsenal,0,0,0,13999,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-04-08,0,Newcastle United,0,0,0,12762,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-04-30,0,Brighton,0,0,0,12436,0,True
Louie Moulden,GK,Wolves,0,0,0,2022-04-24,0,Burnley,0,0,0,12510,0,False
Louie Moulden,GK,Wolves,0,0,0,2021-09-26,0,Southampton,0,0,0,0,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-05-22,0,Liverpool,0,0,0,12127,0,False
Louie Moulden,GK,Wolves,0,0,0,2021-10-02,0,Newcastle United,0,0,0,4485,0,True
Louie Moulden,GK,Wolves,0,0,0,2021-10-16,0,Aston Villa,0,0,0,10338,0,False
Louie Moulden,GK,Wolves,0,0,0,2021-10-23,0,Leicester City,0,0,0,13705,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-05-07,0,Chelsea,0,0,0,12292,0,False
Louie Moulden,GK,Wolves,0,0,0,2022-05-11,0,Manchester City,0,0,0,12292,0,True
Louie Moulden,GKP,Wolves,0,0,0,2022-05-15,0,Norwich,0,0,0,12207,0,True
