name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Martin Dubravka,GK,Newcastle,0,0,4,2021-12-19,90,Manchester City,0,0,3,53026,1,True
Martin Dubravka,GK,Newcastle,0,0,1,2021-12-27,90,Manchester United,0,0,2,42106,2,True
Martin Dubravka,GK,Newcastle,0,0,3,2021-12-16,90,Liverpool,0,0,6,26843,3,False
Martin Dubravka,GK,Newcastle,0,0,0,2021-08-15,0,West Ham,0,0,0,12762,0,True
Martin Dubravka,GK,Newcastle,0,0,0,2021-08-21,0,Aston Villa,0,0,0,11467,0,False
Martin Dubravka,GK,Newcastle,0,0,0,2021-08-28,0,Southampton,0,0,0,10510,0,True
Martin Dubravka,GK,Newcastle,0,0,0,2021-10-30,0,Chelsea,0,0,0,7759,0,True
Martin Dubravka,GK,Newcastle,0,0,2,2021-11-27,90,Arsenal,0,0,4,9241,2,False
Martin Dubravka,GK,Newcastle,0,0,4,2021-12-12,90,Leeds United,0,0,1,27879,0,False
Martin Dubravka,GK,Newcastle,0,1,0,2022-02-26,90,Brentford,0,0,1,108944,5,False
Martin Dubravka,GK,Newcastle,0,0,0,2021-11-20,0,Brentford,0,0,0,9091,0,True
Martin Dubravka,GK,Newcastle,0,0,1,2022-02-08,90,Everton,0,0,2,65478,2,True
Martin Dubravka,GK,Newcastle,0,0,0,2021-11-06,0,Brighton,0,0,0,8101,0,False
Martin Dubravka,GK,Newcastle,0,0,1,2021-11-30,90,Norwich,0,0,5,17005,3,True
Martin Dubravka,GK,Newcastle,0,1,0,2021-12-04,90,Burnley,0,0,1,22461,6,True
Martin Dubravka,GK,Newcastle,3,1,0,2022-02-13,90,Aston Villa,0,0,1,69326,9,True
Martin Dubravka,GK,Newcastle,0,0,1,2022-01-15,90,Watford,0,0,4,43465,3,True
Martin Dubravka,GK,Newcastle,2,1,0,2022-01-22,90,Leicester City,0,0,4,46977,9,False
Martin Dubravka,GK,Newcastle,0,0,1,2022-03-13,90,Chelsea,0,0,2,270050,2,False
Martin Dubravka,GK,Newcastle,0,0,1,2022-03-17,90,Everton,0,0,2,270050,2,False
Martin Dubravka,GK,Newcastle,0,0,1,2022-03-05,90,Brighton,0,0,3,257430,3,True
Martin Dubravka,GK,Newcastle,0,0,1,2022-02-19,90,West Ham,0,0,2,88919,2,False
Martin Dubravka,GK,Newcastle,0,0,1,2022-03-10,90,Southampton,0,0,4,257430,3,False
Martin Dubravka,GK,Newcastle,0,0,5,2022-04-03,90,Tottenham,0,0,1,233955,0,False
Martin Dubravka,GK,Newcastle,1,1,0,2022-04-08,90,Wolverhampton,0,0,2,238680,7,True
Martin Dubravka,GK,Newcastle,2,0,1,2022-04-30,90,Liverpool,0,0,9,265862,7,True
Martin Dubravka,GK,Newcastle,0,1,0,2022-04-23,90,Norwich,0,0,2,284922,6,False
Martin Dubravka,GK,Newcastle,0,0,1,2022-04-17,90,Leeds United,0,0,1,298397,2,True
Martin Dubravka,GK,Newcastle,0,1,0,2022-04-20,90,Crystal Palace,0,0,2,298397,6,True
Martin Dubravka,GK,Newcastle,0,0,0,2021-09-11,0,Manchester United,0,0,0,9019,0,False
Martin Dubravka,GKP,Newcastle,1,1,0,2022-05-16,90,Arsenal,0,0,2,201518,7,True
Martin Dubravka,GK,Newcastle,0,0,0,2021-09-17,0,Leicester City,0,0,0,8545,0,True
Martin Dubravka,GK,Newcastle,0,0,0,2021-09-25,0,Watford,0,0,0,8204,0,False
Martin Dubravka,GK,Newcastle,0,0,0,2021-10-02,0,Wolverhampton,0,0,0,8037,0,False
Martin Dubravka,GK,Newcastle,0,0,1,2022-05-22,90,Burnley,0,0,3,269697,3,False
Martin Dubravka,GK,Newcastle,0,0,0,2021-10-17,0,Tottenham,0,0,0,7837,0,True
Martin Dubravka,GK,Newcastle,0,0,0,2021-10-23,0,Crystal Palace,0,0,0,7794,0,False
Martin Dubravka,GK,Newcastle,0,0,5,2022-05-08,90,Manchester City,0,0,4,220016,1,False
