name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Sam Greenwood,FWD,Leeds,0,4.4,2022-03-18,67,Wolverhampton,144207,5,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-12-18,12,Arsenal,202482,1,True
Sam Greenwood,FWD,Leeds,0,0.0,2021-12-14,0,Manchester City,157576,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-08-14,0,Manchester United,0,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-10-31,0,Norwich,169058,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-08-29,0,Burnley,79315,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-12-05,0,Brentford,161439,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2021-11-27,0,Brighton,162342,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-08-21,0,Everton,53807,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-02-09,0,Aston Villa,148729,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-11-21,0,Tottenham,164607,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-12-11,0,Chelsea,160451,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-11-07,0,Leeds United,166721,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2021-11-30,0,Crystal Palace,161980,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-02-12,0,Everton,145621,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-01-22,0,Newcastle United,156271,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-03-13,0,Norwich,146741,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-03-05,0,Leeds United,133937,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-03-10,0,Aston Villa,133937,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-02-20,0,Manchester United,140504,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-02-23,0,Liverpool,140504,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-02-26,0,Tottenham,135699,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-01-02,0,Burnley,165567,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-01-16,0,West Ham,160134,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-09-12,0,Liverpool,137242,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2021-09-17,0,Newcastle United,182162,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-09-25,0,West Ham,188740,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-05-22,84,Brentford,285417,2,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-10-16,0,Southampton,174650,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2021-10-02,0,Watford,177983,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2021-10-23,0,Wolverhampton,172396,0,True
Sam Greenwood,FWD,Leeds,0,0.0,2022-05-08,0,Arsenal,313551,0,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-05-11,0,Chelsea,313551,0,True
Sam Greenwood,FWD,Leeds,0,4.9,2022-04-09,23,Watford,223133,4,False
Sam Greenwood,FWD,Leeds,0,0.0,2022-04-02,0,Southampton,199459,0,True
Sam Greenwood,FWD,Leeds,0,2.0,2022-04-30,7,Manchester City,292161,1,True
Sam Greenwood,FWD,Leeds,0,1.6,2022-04-25,31,Crystal Palace,285703,1,False
Sam Greenwood,FWD,Leeds,0,0.1,2022-05-15,7,Brighton,281524,1,True
