name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-12-18,0,Arsenal,0,2611,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-03-18,0,Wolverhampton,0,3149,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-12-14,0,Manchester City,0,2238,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-11-27,0,Brighton,0,1860,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-10-31,0,Norwich,0,1373,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-12-05,0,Brentford,0,1990,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-12-11,0,Chelsea,0,2206,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-02-09,0,Aston Villa,0,3234,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-11-07,0,Leeds United,0,1554,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-11-30,0,Crystal Palace,0,1940,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-11-21,0,Tottenham,0,1757,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,3,2.8,2022-02-12,81,Everton,0,3347,1,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-02-26,0,Tottenham,0,3200,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-01-02,0,Burnley,0,2501,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-01-22,0,Newcastle United,0,3177,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,2,3.3,2022-01-16,67,West Ham,0,2701,1,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-03-13,0,Norwich,0,3080,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-02-20,0,Manchester United,0,3620,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-02-23,0,Liverpool,0,3620,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-03-05,0,Leeds United,0,3134,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-03-10,0,Aston Villa,0,3134,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-04-09,0,Watford,0,3008,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-04-02,0,Southampton,0,3031,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-09-25,0,West Ham,0,0,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-10-23,0,Wolverhampton,0,1048,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-10-02,0,Watford,0,530,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2021-10-16,0,Southampton,0,819,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-04-30,0,Manchester City,0,3154,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-04-25,0,Crystal Palace,0,3109,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-05-22,0,Brentford,0,3286,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-05-15,0,Brighton,0,3246,0,True
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-05-08,0,Arsenal,0,3171,0,False
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0.0,2022-05-11,0,Chelsea,0,3171,0,True
