name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Caoimhin Kelleher,GK,Liverpool,0,0,2,2022-01-02,90,Chelsea,0,0,4,9657,2,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-01-16,0,Brentford,0,0,0,12729,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-12-19,0,Tottenham,0,0,0,9465,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-12-28,0,Leeds United,0,0,0,9314,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-12-16,0,Newcastle United,0,0,0,8944,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-08-14,0,Norwich,0,0,0,7681,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-04-10,0,Manchester City,0,0,0,11312,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-04-02,0,Watford,0,0,0,11292,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-11-27,0,Southampton,0,0,0,9412,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-10-30,0,Brighton,0,0,0,10091,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-08-21,0,Burnley,0,0,0,8455,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-08-28,0,Chelsea,0,0,0,8282,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-12-04,0,Wolverhampton,0,0,0,9069,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-12-11,0,Aston Villa,0,0,0,9006,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-02-10,0,Leeds United,0,0,0,11477,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-11-07,0,West Ham,0,0,0,9725,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-12-01,0,Everton,0,0,0,9242,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-11-20,0,Arsenal,0,0,0,9639,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-02-13,0,Burnley,0,0,0,11215,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-04-19,0,Manchester United,0,0,0,11374,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-04-30,0,Newcastle United,0,0,0,11261,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-04-24,0,Everton,0,0,0,11308,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-01-23,0,Crystal Palace,0,0,0,11551,0,False
Caoimhin Kelleher,GKP,Liverpool,0,0,0,2022-05-17,0,Southampton,0,0,0,11385,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-03-12,0,Brighton,0,0,0,11023,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-03-16,0,Arsenal,0,0,0,11023,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-02-19,0,Norwich,0,0,0,10800,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-02-23,0,Leicester City,0,0,0,10800,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-03-05,0,West Ham,0,0,0,11080,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-09-12,0,Leicester City,0,0,0,9148,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-09-18,0,Crystal Palace,0,0,0,8806,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-09-25,0,Brentford,0,0,0,8575,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-10-24,0,Manchester United,0,0,0,11237,0,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2021-10-03,0,Manchester City,0,0,0,8456,0,True
Caoimhin Kelleher,GK,Liverpool,0,1,0,2021-10-16,90,Watford,0,0,2,13827,6,False
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-05-22,0,Wolverhampton,0,0,0,11517,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-05-07,0,Tottenham,0,0,0,11204,0,True
Caoimhin Kelleher,GK,Liverpool,0,0,0,2022-05-10,0,Aston Villa,0,0,0,11204,0,False
